forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare,won
02-10-18,PA,14,,Guy Reschenthaler,R,FALSE,deluxe,0.9876,59.27,54.18,64.33,1
02-10-18,PA,15,,Glenn W. Thompson,R,TRUE,deluxe,1,71.48,66.42,76.62,1
02-10-18,PA,16,,Mike Kelly,R,TRUE,deluxe,0.9503,54.67,50.06,59.15,1
02-10-18,PA,17,,Conor Lamb,D,TRUE,deluxe,0.8916,54.18,49.83,58.53,1
02-10-18,PA,18,,Mike Doyle,D,TRUE,deluxe,1,100,100,100,1
02-10-18,RI,1,,David Cicilline,D,TRUE,deluxe,1,71.32,66.25,76.46,1
02-10-18,RI,2,,Jim Langevin,D,TRUE,deluxe,0.9998,68.66,63.64,73.7,1
02-10-18,SC,1,,Katie Arrington,R,FALSE,deluxe,0.9324,54.94,50.73,59.11,1
02-10-18,SC,2,,Joe Wilson,R,TRUE,deluxe,0.9955,59.78,54.59,64.84,1
02-10-18,SC,3,,Jeff Duncan,R,TRUE,deluxe,0.9995,62.7,57.58,67.78,1
02-10-18,SC,4,,William Timmons,R,FALSE,deluxe,0.9998,65.37,60.3,70.45,1
02-10-18,SC,5,,Ralph Norman,R,TRUE,deluxe,0.9865,57.42,52.34,62.45,1
02-10-18,SC,6,,James E. Clyburn,D,TRUE,deluxe,1,71.53,66.37,76.67,1
02-10-18,SC,7,,Tom Rice,R,TRUE,deluxe,0.994,60.36,55.5,65.23,1
02-10-18,SD,1,,Dusty Johnson,R,FALSE,deluxe,0.9922,56.76,51.83,61.61,1
02-10-18,TN,1,,Phil Roe,R,TRUE,deluxe,1,73.58,68.39,78.73,1
02-10-18,TN,2,,Tim Burchett,R,FALSE,deluxe,0.9999,64.58,59.44,69.64,1
02-10-18,TN,3,,Chuck Fleischmann,R,TRUE,deluxe,0.9992,63.44,58.19,68.61,1
02-10-18,TN,4,,Scott DesJarlais,R,TRUE,deluxe,0.9967,59.85,54.68,64.99,1
02-10-18,TN,5,,Jim Cooper,D,TRUE,deluxe,1,67.45,62.81,72.1,1
02-10-18,TN,6,,John Rose,R,FALSE,deluxe,1,69.38,64.08,74.59,1
02-10-18,TN,7,,Mark E. Green,R,FALSE,deluxe,0.9999,65.41,60.12,70.57,1
02-10-18,TN,8,,David Kustoff,R,TRUE,deluxe,0.9999,68.15,62.99,73.21,1
02-10-18,TN,9,,Steve Cohen,D,TRUE,deluxe,1,76.6,71.23,81.93,1
02-10-18,TX,1,,Louie Gohmert,R,TRUE,deluxe,1,70.81,65.58,75.97,1
02-10-18,TX,2,,Dan Crenshaw,R,FALSE,deluxe,0.9469,54.39,49.2,59.53,1
02-10-18,TX,3,,Van Taylor,R,FALSE,deluxe,0.9949,59.1,53.86,64.31,1
02-10-18,TX,4,,John Ratcliffe,R,TRUE,deluxe,1,74.34,69.23,79.45,1
02-10-18,TX,5,,Lance Gooden,R,FALSE,deluxe,0.9995,64.98,60.17,69.79,1
02-10-18,TX,6,,Ron Wright,R,FALSE,deluxe,0.9805,55.78,51.16,60.27,1
02-10-18,TX,7,,John Culberson,R,TRUE,deluxe,0.5326,50.29,45.9,54.65,1
02-10-18,TX,8,,Kevin Brady,R,TRUE,deluxe,1,75.78,70.73,80.84,1
02-10-18,TX,9,,Al Green,D,TRUE,deluxe,1,84.8,77.68,91.31,1
02-10-18,TX,10,,Michael T. McCaul,R,TRUE,deluxe,0.9789,56.47,51.3,61.59,1
02-10-18,TX,11,,K. Michael Conaway,R,TRUE,deluxe,1,78.25,73.13,83.33,1
02-10-18,TX,12,,Kay Granger,R,TRUE,deluxe,0.9998,66.27,61.15,71.31,1
02-10-18,TX,13,,Mac Thornberry,R,TRUE,deluxe,1,79.84,74.94,84.71,1
02-10-18,TX,14,,Randy Weber,R,TRUE,deluxe,0.9918,58.76,53.52,63.92,1
02-10-18,TX,15,,Vicente Gonzalez,D,TRUE,deluxe,0.9994,64.87,59.46,70.25,1
02-10-18,TX,16,,Veronica Escobar,D,FALSE,deluxe,1,69.71,64.22,75.19,1
02-10-18,TX,17,,Bill Flores,R,TRUE,deluxe,0.9974,60.28,55.25,65.2,1
02-10-18,TX,18,,Sheila Jackson Lee,D,TRUE,deluxe,1,75.61,70.21,81.04,1
02-10-18,TX,19,,Jodey Arrington,R,TRUE,deluxe,1,76.75,71.86,81.68,1
02-10-18,TX,20,,Joaquin Castro,D,TRUE,deluxe,0.9997,81.39,73.93,88.33,1
02-10-18,TX,21,,Chip Roy,R,FALSE,deluxe,0.8963,52.01,46.84,57.1,1
02-10-18,TX,22,,Pete Olson,R,TRUE,deluxe,0.9179,53.98,48.63,59.22,1
02-10-18,TX,23,,Will Hurd,R,TRUE,deluxe,0.5673,49.48,44.3,54.68,1
02-10-18,TX,24,,Kenny Marchant,R,TRUE,deluxe,0.9761,57.77,52.91,62.61,1
02-10-18,TX,25,,Roger Williams,R,TRUE,deluxe,0.9752,56.45,51.26,61.58,1
02-10-18,TX,26,,Michael Burgess,R,TRUE,deluxe,0.9994,63.81,58.59,68.96,1
02-10-18,TX,27,,Michael Cloud,R,TRUE,deluxe,0.9981,61.43,56.07,66.75,1
02-10-18,TX,28,,Henry Cuellar,D,TRUE,deluxe,0.9997,80.58,73.08,87.7,1
02-10-18,TX,29,,Sylvia R. Garcia,D,FALSE,deluxe,1,71.33,65.37,77.28,1
02-10-18,TX,30,,Eddie Bernice Johnson,D,TRUE,deluxe,0.9999,88.05,81.61,93.78,1
02-10-18,TX,31,,John Carter,R,TRUE,deluxe,0.9226,53.66,48.9,58.34,1
02-10-18,TX,32,,Pete Sessions,R,TRUE,deluxe,0.6957,50.53,45.86,55.16,1
02-10-18,TX,33,,Marc Veasey,D,TRUE,deluxe,1,73.62,67.85,79.44,1
02-10-18,TX,34,,Filemon Vela,D,TRUE,deluxe,0.9998,67.65,62.17,73.08,1
02-10-18,TX,35,,Lloyd Doggett,D,TRUE,deluxe,0.9999,68.45,63.07,73.8,1
02-10-18,TX,36,,Brian Babin,R,TRUE,deluxe,1,70.8,65.85,75.79,1
02-10-18,UT,1,,Rob Bishop,R,TRUE,deluxe,0.9998,61.65,55.83,67.32,1
02-10-18,UT,2,,Chris Stewart,R,TRUE,deluxe,0.9926,55.35,49.85,60.75,1
02-10-18,UT,3,,John R. Curtis,R,TRUE,deluxe,0.9999,63.12,57.31,68.85,1
02-10-18,UT,4,,Mia Love,R,TRUE,deluxe,0.8313,53.2,48.87,57.51,1
02-10-18,VA,1,,Robert J. Wittman,R,TRUE,deluxe,0.9912,59.76,54.95,64.55,1
02-10-18,VA,2,,Scott Taylor,R,TRUE,deluxe,0.7039,51.58,47.74,55.41,1
02-10-18,VA,3,,Robert C. Scott,D,TRUE,deluxe,1,100,100,100,1
02-10-18,VA,4,,A. Donald McEachin,D,TRUE,deluxe,0.9995,63.41,58.31,68.45,1
02-10-18,VA,5,,Denver Riggleman,R,FALSE,deluxe,0.6232,51.16,46.21,56.14,1
02-10-18,VA,6,,Ben Cline,R,FALSE,deluxe,0.9978,62.1,57.31,66.86,1
02-10-18,VA,7,,Dave Brat,R,TRUE,deluxe,0.5868,49.35,45.24,53.41,1
02-10-18,VA,8,,Don Beyer,D,TRUE,deluxe,1,75.96,70.96,81.01,1
02-10-18,VA,9,,Morgan Griffith,R,TRUE,deluxe,0.9961,61.5,56.36,66.64,1
02-10-18,VA,10,,Jennifer Wexton,D,FALSE,deluxe,0.7917,52.73,48.36,57.2,1
02-10-18,VA,11,,Gerald E. Connolly,D,TRUE,deluxe,0.9999,67.36,62.08,72.62,1
02-10-18,VT,1,,Peter Welch,D,TRUE,deluxe,1,77.09,71.95,82.19,1
02-10-18,WA,1,,Suzan DelBene,D,TRUE,deluxe,0.9989,63.54,58.62,68.54,1
02-10-18,WA,2,,Rick Larsen,D,TRUE,deluxe,0.9995,77.28,69.68,84.57,1
02-10-18,WA,3,,Jaime Herrera Beutler,R,TRUE,deluxe,0.8619,53.72,49.31,58.19,1
02-10-18,WA,4,,Dan Newhouse,R,TRUE,deluxe,0.9972,62.07,57.02,67.11,1
02-10-18,WA,5,,Cathy McMorris Rodgers,R,TRUE,deluxe,0.8112,52.92,48.63,57.19,1
02-10-18,WA,6,,Derek Kilmer,D,TRUE,deluxe,0.9998,66.29,61.38,71.21,1
02-10-18,WA,7,,Pramila Jayapal,D,TRUE,deluxe,1,83.95,79.45,88.49,1
02-10-18,WA,8,,Kim Schrier,D,FALSE,deluxe,0.6047,50.87,46.57,55.19,1
02-10-18,WA,9,,Adam Smith,D,TRUE,deluxe,0.9821,61.31,54.36,68.23,1
02-10-18,WA,10,,Denny Heck,D,TRUE,deluxe,0.9996,64.67,59.86,69.53,1
02-10-18,WI,1,,Bryan Steil,R,FALSE,deluxe,0.816,51.25,46.95,55.47,1
02-10-18,WI,2,,Mark Pocan,D,TRUE,deluxe,1,100,100,100,1
02-10-18,WI,3,,Ron Kind,D,TRUE,deluxe,0.997,61.98,57.06,66.85,1
02-10-18,WI,4,,Gwen Moore,D,TRUE,deluxe,1,75.13,70.05,80.16,1
02-10-18,WI,5,,F. James Sensenbrenner,R,TRUE,deluxe,0.9917,60.07,55,65.06,1
02-10-18,WI,6,,Glenn Grothman,R,TRUE,deluxe,0.8568,54.27,49.11,59.42,1
02-10-18,WI,7,,Sean P. Duffy,R,TRUE,deluxe,0.9949,59.47,54.2,64.66,1
02-10-18,WI,8,,Mike Gallagher,R,TRUE,deluxe,0.9965,61.42,56.46,66.33,1
02-10-18,WV,1,,David McKinley,R,TRUE,deluxe,0.9995,64.25,59.39,69.16,1
02-10-18,WV,2,,Alex Mooney,R,TRUE,deluxe,0.9778,55.79,50.4,61.1,1
02-10-18,WV,3,,Carol Miller,R,FALSE,deluxe,0.8568,54.61,49.01,60.2,1
02-10-18,WY,1,,Liz Cheney,R,TRUE,deluxe,1,66.47,61.01,71.94,1
