TX 36,R,0.750581603
TX 4,R,0.95136397
TX 5,R,1
TX 6,R,0.653711989
TX 7,R,0.667079451
TX 8,R,0.951126835
TX 9,D,0.672250326
UT 1,R,0.959777989
UT 2,R,0.953782788
UT 3,R,0.959777989
UT 4,R,0.664258979
VA 1,R,0.949148863
VA 10,R,0.658150661
VA 11,D,0.869729667
VA 2,R,0.711846163
VA 3,D,1
VA 4,D,0.951178137
VA 5,R,0.552043012
VA 6,R,0.82646335
VA 7,R,0.666471001
VA 8,D,0.958165125
VA 9,R,0.845928171
VT 0,D,0.849126916
WA 1,D,0.948983031
WA 10,D,0.953782788
WA 2,D,0.959777989
WA 3,R,0.700273629
WA 4,R,0.946484212
WA 5,R,0.711846163
WA 6,D,0.94953053
WA 7,D,0.958165125
WA 8,R,0.614121219
WA 9,D,0.520136635
WI 1,R,0.59893511
WI 2,D,1
WI 3,D,0.958165125
WI 4,D,0.959777989
WI 5,R,0.882463307
WI 6,R,0.658380768
WI 7,R,0.951126835
WI 8,R,0.958165125
WV 1,R,0.954536753
WV 2,R,0.860095324
WV 3,R,0.599591854
WY 0,R,0.959777989
