,Unnamed: 0,Unnamed: 0.1,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,won
3902,12130,12132,"LYNCH, HOLLY",NY,10.0,DEM,2018,0.8555115959999999,59.8,DEM,0.7746751829999999,0,0.31884,0.0,0.37,False,4.0,93629.0,58,,67.3,1351748.15,1397774.98,0
3903,12131,12130,"NADLER, JERROLD L.",NY,10.0,DEM,2018,0.8555115959999999,59.8,DEM,0.7746751829999999,1,0.31884,1.0,0.37,False,4.0,93629.0,500,100,67.3,1351748.15,1397774.98,0
3904,12132,12136,"AUBIN, MARK-CHRISTIAN ANTHONY",NY,11.0,REP,2018,0.746670678,33.4,DEM,0.621952518,0,0.31493000000000004,1.0,0.37,True,4.0,72633.0,500,,66.8,2139637.38,2048985.56,0
3905,12133,12138,"BARDEL, HENRY J.",NY,11.0,GRE,2018,0.746670678,33.4,DEM,0.01669606,0,0.31493000000000004,1.0,0.37,False,4.0,72633.0,120,,66.8,,,0
3906,12134,12134,"DECILLIS, ALFRED MICHAEL",NY,11.0,DEM,2018,0.746670678,33.4,DEM,0.361351423,0,0.31493000000000004,1.0,0.37,False,4.0,72633.0,500,,66.8,3556603.6,2154827.05,0
3907,12135,12143,"DEVITO, MICHAEL JR",NY,11.0,DEM,2018,0.746670678,33.4,DEM,0.361351423,0,0.31493000000000004,1.0,0.37,False,4.0,72633.0,1,,66.8,3556603.6,2154827.05,0
3908,12136,12139,"DONOVAN, DAN",NY,11.0,REP,2018,0.746670678,33.4,DEM,0.621952518,1,0.31493000000000004,1.0,0.37,True,4.0,72633.0,12,63.9,66.8,2139637.38,2048985.56,0
3909,12137,12133,"EMIG, ZACH",NY,11.0,DEM,2018,0.746670678,33.4,DEM,0.361351423,0,0.31493000000000004,1.0,0.37,False,4.0,72633.0,500,,66.8,3556603.6,2154827.05,0
3910,12138,12144,"GRIMM, MICHAEL",NY,11.0,REP,2018,0.746670678,33.4,DEM,0.621952518,0,0.31493000000000004,1.0,0.37,True,4.0,72633.0,1,,66.8,2139637.38,2048985.56,0
3912,12140,12135,"MOHAN, RADHAKRISHNA",NY,11.0,DEM,2018,0.746670678,33.4,DEM,0.361351423,0,0.31493000000000004,1.0,0.37,False,4.0,72633.0,500,,66.8,3556603.6,2154827.05,0
3913,12141,12140,"ROSE, MAX",NY,11.0,DEM,2018,0.746670678,33.4,DEM,0.361351423,0,0.31493000000000004,1.0,0.37,False,4.0,72633.0,500,64.7,66.8,3556603.6,2154827.05,0
3914,12142,12137,"SPERLING, PAUL",NY,11.0,DEM,2018,0.746670678,33.4,DEM,0.361351423,0,0.31493000000000004,1.0,0.37,False,4.0,72633.0,27,,66.8,3556603.6,2154827.05,0
3915,12143,12142,"VAID, OMAR M",NY,11.0,DEM,2018,0.746670678,33.4,DEM,0.361351423,0,0.31493000000000004,1.0,0.37,False,4.0,72633.0,500,,66.8,3556603.6,2154827.05,0
3916,12144,12145,"HICKS, SANDER",NY,12.0,DEM,2018,0.830163553,71.1,DEM,0.829711599,0,0.2738,1.0,0.37,False,0.0,107010.0,500,,66.23158000000001,1931172.4,2160542.56,0
3917,12145,12148,"HUTCHINS, SCOTT",NY,12.0,GRE,2018,0.830163553,71.1,DEM,0.0,0,0.2738,1.0,0.37,False,0.0,107010.0,17,,66.23158000000001,,,0
3918,12146,12146,"MALONEY, CAROLYN B.",NY,12.0,DEM,2018,0.830163553,71.1,DEM,0.829711599,1,0.2738,0.0,0.37,False,0.0,107010.0,115,58.8,66.23158000000001,1931172.4,2160542.56,0
3920,12148,12149,"RABIN, ELIOT MR.",NY,12.0,REP,2018,0.830163553,71.1,DEM,0.170288401,0,0.2738,1.0,0.37,True,0.0,107010.0,500,100,66.23158000000001,23225.98,19159.21,0
3921,12149,12152,"BUTLER, JINEEA THE NEW AM",NY,13.0,REP,2018,0.900783862,30.0,DEM,0.068710465,0,0.7378,0.0,0.37,True,0.0,43880.0,500,100,65.51429,5927.73,5826.0,0
3922,12150,12151,"ESPAILLAT, ADRIANO",NY,13.0,DEM,2018,0.900783862,30.0,DEM,0.887876993,1,0.7378,1.0,0.37,False,0.0,43880.0,500,100,65.51429,721086.09,429768.63,0
3923,12151,12150,"THOMAS, JEFFERSON MR.",NY,13.0,DEM,2018,0.900783862,30.0,DEM,0.887876993,0,0.7378,1.0,0.37,False,0.0,43880.0,500,,65.51429,721086.09,429768.63,0
3925,12153,12155,"DILLON, JAMES J.",NY,14.0,REF,2018,0.823121652,25.4,DEM,0.0,0,0.56889,1.0,0.37,False,0.0,58331.0,5,,64.9,,,0
3926,12154,12157,"OCASIO-CORTEZ, ALEXANDRIA",NY,14.0,DEM,2018,0.823121652,25.4,DEM,0.826114708,0,0.56889,0.0,0.37,False,0.0,58331.0,500,57.5,64.9,1623756.55,1130612.19,0
3927,12155,12156,"PAPPAS, ANTHONY",NY,14.0,REP,2018,0.823121652,25.4,DEM,0.173885292,0,0.56889,1.0,0.37,True,0.0,58331.0,22,100,64.9,1935.0,0.0,0
3928,12156,12154,"PERRI, ELIZABETH",NY,14.0,CRV,2018,0.823121652,25.4,DEM,0.0,0,0.56889,0.0,0.37,False,0.0,58331.0,12,,64.9,,,0
3929,12157,12159,"GONZALEZ, JASON D.",NY,15.0,REP,2018,0.90344188,12.9,DEM,0.035579419,0,0.82888,1.0,0.37,True,1.0,28042.0,3,100,65.5,0.0,0.0,0
3930,12158,12158,"SERRANO, JOSE E.",NY,15.0,DEM,2018,0.90344188,12.9,DEM,0.952368259,1,0.82888,1.0,0.37,False,1.0,28042.0,48,100,65.5,219882.04,214416.25,0
3931,12159,12160,"BRISCOE, JOYCE N.",NY,16.0,DEM,2018,0.787539577,39.1,DEM,0.946735066,0,0.54509,0.0,0.37,False,4.0,69463.0,500,,64.2,1416826.44,1860110.26,0
3932,12160,12161,"COLE, DARREN",NY,16.0,DEM,2018,0.787539577,39.1,DEM,0.946735066,0,0.54509,1.0,0.37,False,4.0,69463.0,124,,64.2,1416826.44,1860110.26,0
3933,12161,12164,"ENGEL, ELIOT L.",NY,16.0,DEM,2018,0.787539577,39.1,DEM,0.946735066,1,0.54509,1.0,0.37,False,4.0,69463.0,500,73.7,64.2,1416826.44,1860110.26,0
3934,12162,12162,"LAWRENCE, DERICKSON K",NY,16.0,DEM,2018,0.787539577,39.1,DEM,0.946735066,0,0.54509,1.0,0.37,False,4.0,69463.0,500,,64.2,1416826.44,1860110.26,0
3935,12163,12163,"LEWIS, JONATHAN",NY,16.0,DEM,2018,0.787539577,39.1,DEM,0.946735066,0,0.54509,1.0,0.37,False,4.0,69463.0,32,,64.2,1416826.44,1860110.26,0
3936,12164,12165,"CIARDULLO, JOSEPH JOHN",NY,17.0,REF,2018,0.6404511829999999,45.3,DEM,0.0,0,0.30537,1.0,0.37,False,0.0,96125.0,11,,64.4,,,0
3937,12165,12166,"LOWEY, NITA M",NY,17.0,DEM,2018,0.6404511829999999,45.3,DEM,1.0,1,0.30537,0.0,0.37,False,0.0,96125.0,500,100,64.4,1381581.9,1122147.56,0
3938,12166,12169,"BROWN, SAKIMA",NY,18.0,REP,2018,0.587647362,35.0,DEM,0.447987764,0,0.22908,0.0,0.37,True,4.0,86211.0,500,,65.3,317658.0,125227.47,0
3939,12167,12168,"BUCHANAN, JARRED ROBERT MR.",NY,18.0,REP,2018,0.587647362,35.0,DEM,0.447987764,0,0.22908,1.0,0.37,True,4.0,86211.0,500,,65.3,317658.0,125227.47,0
3940,12168,12167,"MALONEY, SEAN PATRICK",NY,18.0,DEM,2018,0.587647362,35.0,DEM,0.552012236,1,0.22908,1.0,0.37,False,4.0,86211.0,39,100,65.3,2423022.59,3583897.46,0
3941,12169,12171,"O'DONNELL, JAMES D",NY,18.0,REP,2018,0.587647362,35.0,DEM,0.447987764,0,0.22908,1.0,0.37,True,4.0,86211.0,5,100,65.3,317658.0,125227.47,0
3942,12170,12170,"SMITH, SCOTT A",NY,18.0,NNE,2018,0.587647362,35.0,DEM,0.0,0,0.22908,1.0,0.37,False,4.0,86211.0,17,,65.3,,,0
3943,12171,12186,"BEALS, JEFFREY",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,1.0,0.37,False,4.0,61662.0,15,,64.4,6515333.42,4765928.32,0
3944,12172,12172,"BRISEE, STEVEN MITCHELL",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,1.0,0.37,False,4.0,61662.0,19,,64.4,6515333.42,4765928.32,0
3945,12173,12174,"CLEGG, DAVID J",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,1.0,0.37,False,4.0,61662.0,4,,64.4,6515333.42,4765928.32,0
3947,12175,12181,"COLLIER, ERIN",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,0.0,0.37,False,4.0,61662.0,39,,64.4,6515333.42,4765928.32,0
3948,12176,12183,"DELGADO, ANTONIO",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,1.0,0.37,False,4.0,61662.0,83,22,64.4,6515333.42,4765928.32,0
3949,12177,12173,"FASO, JOHN J. MR.",NY,19.0,REP,2018,0.482185557,27.7,DEM,0.547361536,1,0.12181,1.0,0.37,True,4.0,61662.0,6,100,64.4,3317034.25,1984511.52,0
3950,12178,12179,"FLYNN, BRIAN",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,1.0,0.37,False,4.0,61662.0,8,,64.4,6515333.42,4765928.32,0
3951,12179,12176,"GREENFIELD, STEVEN",NY,19.0,GRE,2018,0.482185557,27.7,DEM,0.0,0,0.12181,1.0,0.37,False,4.0,61662.0,19,,64.4,,,0
3952,12180,12185,"LAMAGNA, DAL",NY,19.0,IND,2018,0.482185557,27.7,DEM,0.0,0,0.12181,1.0,0.37,False,4.0,61662.0,500,,64.4,,,0
3953,12181,12182,"NEAL, DIANE",NY,19.0,NPA,2018,0.482185557,27.7,DEM,0.0,0,0.12181,0.0,0.37,False,4.0,61662.0,123,,64.4,,,0
3954,12182,12178,"PARKER, LUISA MS.",NY,19.0,IND,2018,0.482185557,27.7,DEM,0.0,0,0.12181,0.0,0.37,False,4.0,61662.0,500,,64.4,,,0
3955,12183,12180,"RHODES, GARETH THOMAS",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,1.0,0.37,False,4.0,61662.0,500,,64.4,6515333.42,4765928.32,0
3956,12184,12184,"RYAN, PATRICK",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,1.0,0.37,False,4.0,61662.0,37,,64.4,6515333.42,4765928.32,0
3957,12185,12175,"SULLIVAN, SUE",NY,19.0,DEM,2018,0.482185557,27.7,DEM,0.452638464,0,0.12181,0.0,0.37,False,4.0,61662.0,500,,64.4,6515333.42,4765928.32,0
3958,12186,12187,"TONKO, PAUL DAVID",NY,20.0,DEM,2018,0.540009807,36.7,DEM,0.676133448,1,0.20759,1.0,0.37,False,4.0,66532.0,27,100,64.62666999999999,1192705.68,959379.81,0
3959,12187,12188,"VITOLLO, FRANCIS JOSEPH",NY,20.0,REP,2018,0.540009807,36.7,DEM,0.323866552,0,0.20759,1.0,0.37,True,4.0,66532.0,500,100,64.62666999999999,0.0,0.0,0
3961,12189,12190,"BOYAJIAN, DON",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,1.0,0.37,False,0.0,54311.0,42,,69.8,1165675.38,612280.4,0
3962,12190,12196,"COBB, TEDRA LYNNE MS.",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,0.0,0.37,False,0.0,54311.0,500,56.2,69.8,1165675.38,612280.4,0
3963,12191,12191,"FINLEY, RUSSELL J",NY,21.0,REP,2018,0.437223667,22.7,DEM,0.661497001,0,0.08435,1.0,0.37,True,0.0,54311.0,81,,69.8,2528205.1,1725868.73,0
3964,12192,12203,"IDLEMAN, SARA",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,0.0,0.37,False,0.0,54311.0,50,,69.8,1165675.38,612280.4,0
3965,12193,12200,"KAHN, LYNN SANDRA",NY,21.0,GRE,2018,0.437223667,22.7,DEM,0.045898575,0,0.08435,0.0,0.37,False,0.0,54311.0,164,,69.8,,,0
3966,12194,12194,"KIM, RONALD JOSEPH MR.",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,1.0,0.37,False,0.0,54311.0,43,,69.8,1165675.38,612280.4,0
3967,12195,12189,"KOPSER, JOSEPH",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,1.0,0.37,False,0.0,54311.0,11,,69.8,1165675.38,612280.4,0
3968,12196,12199,"MARTZ, EMILY",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,0.0,0.37,False,0.0,54311.0,66,,69.8,1165675.38,612280.4,0
3969,12197,12197,"MASTRIANNI, DAVID",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,1.0,0.37,False,0.0,54311.0,4,,69.8,1165675.38,612280.4,0
3970,12198,12195,"NELSON, PATRICK F",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,1.0,0.37,False,0.0,54311.0,37,,69.8,1165675.38,612280.4,0
3971,12199,12201,"RATIGAN, DYLAN",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,1.0,0.37,False,0.0,54311.0,500,,69.8,1165675.38,612280.4,0
3972,12200,12192,"SCHNIBBE, STEVEN C.",NY,21.0,REP,2018,0.437223667,22.7,DEM,0.661497001,0,0.08435,1.0,0.37,True,0.0,54311.0,19,,69.8,2528205.1,1725868.73,0
3973,12201,12193,"STEFANIK, ELISE M.",NY,21.0,REP,2018,0.437223667,22.7,DEM,0.661497001,1,0.08435,0.0,0.37,True,0.0,54311.0,500,100,69.8,2528205.1,1725868.73,0
3974,12202,12198,"WILSON, KATIE",NY,21.0,DEM,2018,0.437223667,22.7,DEM,0.292604424,0,0.08435,0.0,0.37,False,0.0,54311.0,165,,69.8,1165675.38,612280.4,0
3975,12203,12207,"BRINDISI, ANTHONY",NY,22.0,DEM,2018,0.41437553,24.1,DEM,0.404439084,0,0.10385,1.0,0.37,False,4.0,52212.0,22,100,68.4,3351315.9,2514017.97,0
3976,12204,12205,"MADDEN, PATRICK",NY,22.0,DEM,2018,0.41437553,24.1,DEM,0.404439084,0,0.10385,1.0,0.37,False,4.0,52212.0,37,,68.4,3351315.9,2514017.97,0
3977,12205,12206,"PHILLIPS, HEATH",NY,22.0,DEM,2018,0.41437553,24.1,DEM,0.404439084,0,0.10385,1.0,0.37,False,4.0,52212.0,500,,68.4,3351315.9,2514017.97,0
3978,12206,12204,"TENNEY, CLAUDIA",NY,22.0,REP,2018,0.41437553,24.1,DEM,0.595560916,1,0.10385,0.0,0.37,True,4.0,52212.0,195,100,68.4,2704359.9,2012430.93,0
3979,12207,12217,"ANDREI, LINDA",NY,23.0,DEM,2018,0.424132676,25.3,DEM,0.41856204,0,0.09635,0.0,0.37,False,4.0,50747.0,68,,68.38421,1037941.93,362940.12,0
3980,12208,12209,"CLASBY, JAMES BRIAN LONE CROW",NY,23.0,IND,2018,0.424132676,25.3,DEM,0.0,0,0.09635,1.0,0.37,False,4.0,50747.0,5,,68.38421,,,0
3981,12209,12216,"DELLA PIA, MAX HAROLD",NY,23.0,DEM,2018,0.424132676,25.3,DEM,0.41856204,0,0.09635,1.0,0.37,False,4.0,50747.0,500,32.4,68.38421,1037941.93,362940.12,0
3982,12210,12208,"GALLANT, RICK",NY,23.0,DEM,2018,0.424132676,25.3,DEM,0.41856204,0,0.09635,1.0,0.37,False,4.0,50747.0,16,,68.38421,1037941.93,362940.12,0
3983,12211,12215,"GOLDEN, IAN",NY,23.0,DEM,2018,0.424132676,25.3,DEM,0.41856204,0,0.09635,1.0,0.37,False,4.0,50747.0,155,,68.38421,1037941.93,362940.12,0
3984,12212,12214,"HERTZLER, JOHN G",NY,23.0,IND,2018,0.424132676,25.3,DEM,0.0,0,0.09635,1.0,0.37,False,4.0,50747.0,6,,68.38421,,,0
3985,12213,12213,"MITRANO, TRACY",NY,23.0,DEM,2018,0.424132676,25.3,DEM,0.41856204,0,0.09635,0.0,0.37,False,4.0,50747.0,24,,68.38421,1037941.93,362940.12,0
3986,12214,12211,"REED, THOMAS W",NY,23.0,REP,2018,0.424132676,25.3,DEM,0.58143796,1,0.09635,1.0,0.37,True,4.0,50747.0,20,100,68.38421,3219777.47,2059853.05,0
3987,12215,12218,"SUNDQUIST, EDWARD A.",NY,23.0,DEM,2018,0.424132676,25.3,DEM,0.41856204,0,0.09635,1.0,0.37,False,4.0,50747.0,40,,68.38421,1037941.93,362940.12,0
3988,12216,12210,"WARRINGTON, KARL MR",NY,23.0,DEM,2018,0.424132676,25.3,DEM,0.41856204,0,0.09635,1.0,0.37,False,4.0,50747.0,500,,68.38421,1037941.93,362940.12,0
3989,12217,12212,"WHALEN, CHARLES",NY,23.0,DEM,2018,0.424132676,25.3,DEM,0.41856204,0,0.09635,1.0,0.37,False,4.0,50747.0,23,,68.38421,1037941.93,362940.12,0
3990,12218,12223,"BALTER, DANA",NY,24.0,DEM,2018,0.507010709,29.7,DEM,0.389780291,0,0.16009,0.0,0.37,False,0.0,55721.0,57,62.6,67.85238000000001,1993098.03,1107401.83,0
3991,12219,12224,"BASS, WILLIAM HENRY MR. JR",NY,24.0,NPA,2018,0.507010709,29.7,DEM,0.0,0,0.16009,1.0,0.37,False,0.0,55721.0,9,,67.85238000000001,,,0
3992,12220,12226,"COMEGYS, CHRISTOPHER SCOTT",NY,24.0,DEM,2018,0.507010709,29.7,DEM,0.389780291,0,0.16009,1.0,0.37,False,0.0,55721.0,2,,67.85238000000001,1993098.03,1107401.83,0
3993,12221,12220,"KATKO, JOHN M",NY,24.0,REP,2018,0.507010709,29.7,DEM,0.610219709,1,0.16009,1.0,0.37,True,0.0,55721.0,6,100,67.85238000000001,2405703.83,1761394.95,0
3994,12222,12219,"LATESSA, PHILIP JOSEPH",NY,24.0,DEM,2018,0.507010709,29.7,DEM,0.389780291,0,0.16009,1.0,0.37,False,0.0,55721.0,90,,67.85238000000001,1993098.03,1107401.83,0
3995,12223,12225,"MESSENGER, ANNE",NY,24.0,DEM,2018,0.507010709,29.7,DEM,0.389780291,0,0.16009,0.0,0.37,False,0.0,55721.0,121,,67.85238000000001,1993098.03,1107401.83,0
3996,12224,12221,"PEREZ WILLIAMS, JUANITA",NY,24.0,DEM,2018,0.507010709,29.7,DEM,0.389780291,0,0.16009,0.0,0.37,False,0.0,55721.0,500,,67.85238000000001,1993098.03,1107401.83,0
3997,12225,12222,"SONALLAH, ZACH 1994",NY,24.0,DEM,2018,0.507010709,29.7,DEM,0.389780291,0,0.16009,1.0,0.37,False,0.0,55721.0,500,,67.85238000000001,1993098.03,1107401.83,0
3998,12226,12231,"BARNHART, RACHEL",NY,25.0,DEM,2018,0.5799725689999999,36.5,DEM,0.5575219779999999,0,0.25377,0.0,0.37,False,4.0,57149.0,33,,67.6,1434746.42,1151061.68,0
3999,12227,12230,"MAXWELL, JAMES T. DR",NY,25.0,REP,2018,0.5799725689999999,36.5,DEM,0.442478022,0,0.25377,1.0,0.37,True,4.0,57149.0,5,100,67.6,885202.98,507206.34,0
4000,12228,12227,"MCFADDEN, ADAM",NY,25.0,DEM,2018,0.5799725689999999,36.5,DEM,0.5575219779999999,0,0.25377,1.0,0.37,False,4.0,57149.0,36,,67.6,1434746.42,1151061.68,0
4001,12229,12228,"MORELLE, JOSEPH D",NY,25.0,DEM,2018,0.5799725689999999,36.5,DEM,0.5575219779999999,0,0.25377,1.0,0.37,False,4.0,57149.0,11,45.8,67.6,1434746.42,1151061.68,0
4002,12230,12229,"WILT, ROBIN",NY,25.0,DEM,2018,0.5799725689999999,36.5,DEM,0.5575219779999999,0,0.25377,0.0,0.37,False,4.0,57149.0,67,,67.6,1434746.42,1151061.68,0
4003,12231,12234,"DIPIZIO, ROSANNE",NY,26.0,REP,2018,0.510941848,30.0,DEM,0.256289248,0,0.29302,0.0,0.37,True,0.0,49148.0,500,,68.3,100.0,0.0,0
4004,12232,12233,"HIGGINS, BRIAN",NY,26.0,DEM,2018,0.510941848,30.0,DEM,0.743710752,1,0.29302,1.0,0.37,False,0.0,49148.0,8,100,68.3,954460.82,740141.52,0
4005,12233,12232,"ZENO, RENEE MARIE MISS",NY,26.0,REP,2018,0.510941848,30.0,DEM,0.256289248,0,0.29302,0.0,0.37,True,0.0,49148.0,88,100,68.3,100.0,0.0,0
4006,12234,12241,"BANKS, JAMES PAUL MR.",NY,27.0,REP,2018,0.514804422,29.1,DEM,0.6765189159999999,0,0.06576,1.0,0.37,True,,64032.0,5,,65.9,1307004.41,982178.89,0
4007,12235,12238,"BUNNY, SEAN",NY,27.0,DEM,2018,0.514804422,29.1,DEM,0.323481084,0,0.06576,1.0,0.37,False,,64032.0,39,,65.9,653167.51,219609.79,0
4008,12236,12236,"CASEY, THOMAS P",NY,27.0,DEM,2018,0.514804422,29.1,DEM,0.323481084,0,0.06576,1.0,0.37,False,,64032.0,20,,65.9,653167.51,219609.79,0
4010,12238,12242,"MCMURRAY, NATHAN DOUGLAS",NY,27.0,DEM,2018,0.514804422,29.1,DEM,0.323481084,0,0.06576,1.0,0.37,False,,64032.0,49,100,65.9,653167.51,219609.79,0
4011,12239,12240,"O'DONNELL, JAMES DESMOND",NY,27.0,REP,2018,0.514804422,29.1,DEM,0.6765189159999999,0,0.06576,1.0,0.37,True,,64032.0,5,,65.9,1307004.41,982178.89,0
4012,12240,12243,"PIEGZA, LAWRENCE MARK",NY,27.0,NPA,2018,0.514804422,29.1,DEM,0.0,0,0.06576,1.0,0.37,False,,64032.0,102,,65.9,,,0
4013,12241,12239,"SEAMANS, JOAN ELIZABETH",NY,27.0,DEM,2018,0.514804422,29.1,DEM,0.323481084,0,0.06576,0.0,0.37,False,,64032.0,500,,65.9,653167.51,219609.79,0
4014,12242,12235,"STANKEVICH, NICHOLAS RICHARD MR.",NY,27.0,DEM,2018,0.514804422,29.1,DEM,0.323481084,0,0.06576,1.0,0.37,False,,64032.0,51,,65.9,653167.51,219609.79,0
4016,12244,12248,"CHABOT, STEVE",OH,1.0,REP,2018,0.49814381,33.1,REP,0.595779569,1,0.28565,1.0,0.46,True,4.0,59719.0,159,83.2,57.8,1392064.14,1476846.87,0
4017,12245,12247,"PUREVAL, AFTAB",OH,1.0,DEM,2018,0.49814381,33.1,REP,0.404220431,0,0.28565,1.0,0.46,False,4.0,59719.0,500,100,57.8,3093962.08,2004875.45,0
4018,12246,12245,"RONAN, SAMUEL",OH,1.0,REP,2018,0.49814381,33.1,REP,0.595779569,0,0.28565,1.0,0.46,True,4.0,59719.0,64,,57.8,1392064.14,1476846.87,0
4019,12247,12244,"SETA, ANTHONY J.",OH,1.0,GRE,2018,0.49814381,33.1,REP,0.0,0,0.28565,1.0,0.46,False,4.0,59719.0,22,,57.8,,,0
4020,12248,12249,"WEAVER, LAURA ANN",OH,1.0,DEM,2018,0.49814381,33.1,REP,0.404220431,0,0.28565,0.0,0.46,False,4.0,59719.0,20,,57.8,3093962.08,2004875.45,0
4022,12250,12254,"EDWARDS, HAROLD JAMES III",OH,2.0,DEM,2018,0.458744837,30.5,REP,0.33380064600000003,0,0.13505,1.0,0.46,False,4.0,57083.0,152,,58.7,467526.73,297446.47,0
4023,12251,12256,"EVERHARD, JANET",OH,2.0,DEM,2018,0.458744837,30.5,REP,0.33380064600000003,0,0.13505,0.0,0.46,False,4.0,57083.0,125,,58.7,467526.73,297446.47,0
4024,12252,12253,"MYERS, STEVE",OH,2.0,IND,2018,0.458744837,30.5,REP,0.0,0,0.13505,1.0,0.46,False,4.0,57083.0,159,,58.7,,,0
4025,12253,12255,"SCHILLER, JILL",OH,2.0,DEM,2018,0.458744837,30.5,REP,0.33380064600000003,0,0.13505,0.0,0.46,False,4.0,57083.0,54,54.2,58.7,467526.73,297446.47,0
4026,12254,12252,"SMITH, WILLIAM ROBERT",OH,2.0,DEM,2018,0.458744837,30.5,REP,0.33380064600000003,0,0.13505,1.0,0.46,False,4.0,57083.0,9,,58.7,467526.73,297446.47,0
4027,12255,12251,"WENSTRUP, BRAD",OH,2.0,REP,2018,0.458744837,30.5,REP,0.666199354,1,0.13505,1.0,0.46,True,4.0,57083.0,123,100,58.7,1296171.29,872389.09,0
4028,12256,12258,"BEATTY, JOYCE",OH,3.0,DEM,2018,0.6379282470000001,27.4,REP,0.682825605,1,0.46406,0.0,0.46,False,0.0,47123.0,500,100,59.0,945802.24,528576.3,0
4029,12257,12257,"BURGESS, JAMES E",OH,3.0,REP,2018,0.6379282470000001,27.4,REP,0.317174395,0,0.46406,1.0,0.46,True,0.0,47123.0,5,93.2,59.0,0.0,0.0,0
4030,12258,12259,"HAJI, ABDULKADIR M",OH,3.0,REP,2018,0.6379282470000001,27.4,REP,0.317174395,0,0.46406,1.0,0.46,True,0.0,47123.0,500,,59.0,0.0,0.0,0
4031,12259,12262,"DENNERLL, NORBERT G.",OH,4.0,DEM,2018,0.35337811,17.0,REP,0.31898358600000004,0,0.09892,1.0,0.46,False,4.0,52370.0,500,,57.3,495471.23,264184.41,0
4032,12260,12261,"GARRETT, JANET PATRICIA MRS.",OH,4.0,DEM,2018,0.35337811,17.0,REP,0.31898358600000004,0,0.09892,0.0,0.46,False,4.0,52370.0,125,83.8,57.3,495471.23,264184.41,0
4033,12261,12260,"JORDAN, JAMES D.",OH,4.0,REP,2018,0.35337811,17.0,REP,0.681016414,1,0.09892,1.0,0.46,True,4.0,52370.0,5,85.3,57.3,690552.46,501580.77,0
4034,12262,12265,"MACKEY, ANDREW R.",OH,4.0,DEM,2018,0.35337811,17.0,REP,0.31898358600000004,0,0.09892,1.0,0.46,False,4.0,52370.0,28,,57.3,495471.23,264184.41,0
4035,12263,12264,"MILLER, JOSEPH",OH,4.0,REP,2018,0.35337811,17.0,REP,0.681016414,0,0.09892,1.0,0.46,True,4.0,52370.0,11,,57.3,690552.46,501580.77,0
4036,12264,12266,"SELLERS, LEAH MS.",OH,4.0,DEM,2018,0.35337811,17.0,REP,0.31898358600000004,0,0.09892,0.0,0.46,False,4.0,52370.0,139,,57.3,495471.23,264184.41,0
4037,12265,12263,"SLATZER-ROSE, CODY JAMES",OH,4.0,DEM,2018,0.35337811,17.0,REP,0.31898358600000004,0,0.09892,1.0,0.46,False,4.0,52370.0,500,,57.3,495471.23,264184.41,0
4038,12266,12268,"GALBRAITH, JOHN MICHAEL",OH,5.0,DEM,2018,0.4275027420000001,25.2,REP,0.290004466,0,0.08567000000000001,1.0,0.46,False,0.0,56835.0,6,73.3,59.2,185746.52,129811.75,0
4039,12267,12270,"KREIENKAMP, ROBERT",OH,5.0,REP,2018,0.4275027420000001,25.2,REP,0.709995534,0,0.08567000000000001,1.0,0.46,True,0.0,56835.0,7,,59.2,1475819.45,954365.91,0
4040,12268,12271,"LATTA, ROBERT EDWARD",OH,5.0,REP,2018,0.4275027420000001,25.2,REP,0.709995534,1,0.08567000000000001,1.0,0.46,True,0.0,56835.0,7,73.8,59.2,1475819.45,954365.91,0
4041,12269,12267,"NEU, JAMES, JR.",OH,5.0,DEM,2018,0.4275027420000001,25.2,REP,0.290004466,0,0.08567000000000001,1.0,0.46,False,0.0,56835.0,500,,59.2,185746.52,129811.75,0
