,Unnamed: 0,Unnamed: 0.1,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,won
1021,4415,4419,"FROELICH, BRIAN P",NJ,4.0,DEM,2012,,36.2,REP,0.278798318,0,0.13771,1.0,0.53,True,4.0,73809.0,8,100.00,79.6,79026.94,77854.79,0
1027,4438,4441,"LANCE, LEONARD",NJ,7.0,REP,2012,0.287719298,48.8,REP,0.593741878,1,0.19524,1.0,0.53,False,4.0,98622.0,166,60.57,76.1,1321361.7,1334015.1,1
1028,4444,4447,"KARCZEWSKI, MARIA",NJ,8.0,REP,2012,,28.7,REP,0.361332219,0,0.43826,0.0,0.53,False,0.0,52041.0,35,100.00,76.8,0.0,0.0,0
1031,4461,4459,"KELEMEN, BRIAN C",NJ,10.0,REP,2012,0.287719298,25.9,REP,0.128328432,0,0.7065,1.0,0.53,False,4.0,44755.0,8,100.00,75.7,0.0,0.0,0
1034,4469,4470,"FRELINGHUYSEN, RODNEY P.",NJ,11.0,REP,2012,,49.6,REP,0.671886689,1,0.16739,1.0,0.53,False,0.0,96399.0,74,100.00,76.9,1101627.89,1184498.09,1
1038,4480,4479,"GRISHAM, MICHELLE",NM,1.0,DEM,2012,,31.0,REP,0.5187894129999999,0,0.30961,0.0,0.45,True,4.0,45537.0,4,,79.0,1754730.01,1745037.0,1
1040,4485,4485,"PEARCE, STEVE",NM,2.0,REP,2012,,19.5,REP,0.554028581,1,0.19667,1.0,0.45,False,0.0,38830.0,159,100.00,78.49474000000001,1687074.84,1121521.36,1
1041,4486,4491,"BYRD, JEFFERSON LEE",NM,3.0,REP,2012,,26.1,REP,0.430139834,0,0.33671,1.0,0.45,False,,44835.0,500,53.52,77.67619,94587.31,94922.36,0
1042,4488,4492,"LUJAN, BEN R MR.",NM,3.0,DEM,2012,,26.1,REP,0.569860166,0,0.33671,1.0,0.45,True,,44835.0,44,100.00,77.67619,1102858.06,741285.44,1
1048,4539,4541,"OCEGUERA, JOHN",NV,3.0,DEM,2012,,30.9,REP,0.4747306570000001,0,0.30253,1.0,0.45,True,,61466.0,6,50.43,77.9,1534013.59,1530430.82,0
1050,4555,4557,"BISHOP, TIMOTHY",NY,1.0,DEM,2012,,33.1,DEM,0.501512454,1,0.11572,1.0,0.55,True,0.0,86794.0,21,,77.9,2731218.03,3031035.92,1
1051,4558,4559,"FALCONE, VIVIANNE C",NY,2.0,DEM,2012,,27.3,DEM,0.563430061,0,0.22903,0.0,0.55,True,0.0,84663.0,500,,75.6,11679.44,11115.25,0
1052,4559,4560,"KING, PETER T. HON.",NY,2.0,REP,2012,,27.3,DEM,0.429084829,1,0.22903,1.0,0.55,False,0.0,84663.0,55,,75.6,1812860.05,1201207.15,1
1056,4567,4569,"MCCARTHY, CAROLYN",NY,4.0,DEM,2012,,38.5,DEM,0.536222836,1,0.3171,0.0,0.55,True,0.0,89056.0,115,,76.7,2277999.7,1860330.67,1
1059,4585,4584,"VELAZQUEZ, NYDIA M.",NY,7.0,DEM,2012,,27.3,DEM,0.805688115,1,0.5030399999999999,0.0,0.55,True,4.0,40889.0,500,,83.3,674523.93,1285101.72,1
1061,4590,4594,"CAVANAGH, DANIEL J",NY,9.0,REP,2012,,31.5,DEM,0.391583439,0,0.67448,1.0,0.55,False,3.0,46780.0,12,,82.01053,0.0,0.0,0
1063,4597,4599,"CHAN, MICHAEL W",NY,10.0,REP,2012,,56.8,DEM,0.070821043,0,0.27961,1.0,0.55,False,3.0,71947.0,1,,81.05238,0.0,0.0,0
1064,4598,4598,"NADLER, JERROLD L. MR.",NY,10.0,DEM,2012,,56.8,DEM,0.911490402,1,0.27961,1.0,0.55,True,3.0,71947.0,500,,81.05238,1125304.2,1471936.4,1
1065,4602,4604,"MALONEY, CAROLYN B",NY,12.0,DEM,2012,,68.3,DEM,0.479562205,1,0.23675,0.0,0.55,True,4.0,82338.0,115,,80.3,1746928.76,1862564.55,1
1066,4603,4602,"WIGHT, CHRISTOPHER ROBIN",NY,12.0,REP,2012,,68.3,DEM,0.0,0,0.23675,1.0,0.55,False,4.0,82338.0,2,,80.3,116046.43,111223.59,0
1067,4606,4611,"GRIMM, MICHAEL",NY,13.0,REP,2012,0.507142101,27.3,DEM,0.5131070179999999,0,0.73814,1.0,0.55,False,0.0,34723.0,1,,80.8,,,0
1068,4609,4613,"MURPHY, MARK",NY,13.0,DEM,2012,0.507142101,27.3,DEM,0.479562205,0,0.73814,1.0,0.55,True,0.0,34723.0,18,,80.8,0.0,0.0,0
1071,4618,4619,"SERRANO, JOSE E",NY,15.0,DEM,2012,,11.3,DEM,0.804247591,1,0.84967,1.0,0.55,True,0.0,23314.0,48,,80.1,212068.0,209532.08,1
1072,4620,4621,"ENGEL, ELIOT L",NY,16.0,DEM,2012,,37.2,DEM,0.0,1,0.5241600000000001,1.0,0.55,True,0.0,60005.0,500,,79.6,1062605.76,1182936.79,1
1074,4623,4627,"CARVIN, JOSEPH",NY,17.0,REP,2012,,44.2,DEM,0.227769325,0,0.29644000000000004,1.0,0.55,False,4.0,84455.0,11,64.68,79.90666999999999,560104.32,551422.19,0
1076,4629,4628,"HAYWORTH, NAN",NY,18.0,REP,2012,,34.1,DEM,0.378499398,1,0.20499,0.0,0.55,False,0.0,75538.0,500,,80.2,3255563.02,3254072.05,1
1078,4636,4639,"GIBSON, CHRISTOPHER P",NY,19.0,REP,2012,0.7264464820000001,26.3,DEM,0.526805991,1,0.10636,1.0,0.55,False,4.0,55338.0,2,,80.4,2177704.7,2153688.97,1
1079,4637,4638,"SCHREIBMAN, JULIAN D",NY,19.0,DEM,2012,0.7264464820000001,26.3,DEM,0.473194009,0,0.10636,1.0,0.55,True,4.0,55338.0,500,,80.4,1358529.07,1331223.21,0
1080,4639,4641,"DIETERICH, ROBERT J",NY,20.0,REP,2012,0.588301229,34.9,DEM,0.548680101,0,0.18482,1.0,0.55,False,4.0,59141.0,7,,80.7,238450.2,238450.2,0
1081,4640,4640,"TONKO, PAUL DAVID",NY,20.0,DEM,2012,0.588301229,34.9,DEM,0.451319899,1,0.18482,1.0,0.55,True,4.0,59141.0,27,,80.7,974898.84,820271.02,1
1082,4641,4643,"DOHENY, MATTHEW",NY,21.0,REP,2012,0.442928604,21.1,DEM,0.407100232,0,0.07687000000000001,1.0,0.55,False,4.0,50062.0,10,,81.01429,2449689.69,2445626.1,0
1084,4646,4647,"HANNA, RICHARD",NY,22.0,REP,2012,0.7264464820000001,22.7,DEM,0.473381088,1,0.09505,1.0,0.55,False,0.0,46775.0,16,,81.4,1071314.9,854031.5,1
1085,4648,4649,"LAMB, DAN",NY,22.0,DEM,2012,0.7264464820000001,22.7,DEM,0.526618912,0,0.09505,1.0,0.55,True,0.0,46775.0,12,100.00,81.4,337978.93,333656.25,0
1086,4652,4653,"REED, THOMAS W II",NY,23.0,REP,2012,0.49553461,23.5,DEM,0.463862039,1,0.08033,1.0,0.55,False,4.0,46196.0,20,,81.5,2107794.45,2006454.26,1
1087,4653,4651,"SHINAGAWA, NATHAN",NY,23.0,OTH,2012,0.49553461,23.5,DEM,0.463862039,0,0.08033,1.0,0.55,False,4.0,46196.0,49,,81.5,,,0
1089,4657,4658,"BROOKS, MAGGIE",NY,25.0,REP,2012,0.456466627,35.3,DEM,0.50155354,0,0.24436,0.0,0.55,False,4.0,50386.0,500,,80.7,1464442.01,1447863.89,0
1090,4659,4660,"SLAUGHTER, LOUISE M",NY,25.0,DEM,2012,0.456466627,35.3,DEM,0.49844646,1,0.24436,0.0,0.55,True,4.0,50386.0,500,,80.7,2278708.56,2469256.67,1
1091,4662,4662,"HIGGINS, BRIAN",NY,26.0,DEM,2012,,27.9,DEM,0.26393884,1,0.26915,1.0,0.55,True,3.0,42679.0,8,,82.1,1091162.23,1031409.79,1
1092,4663,4665,"MADIGAN, MICHAEL H",NY,26.0,IND,2012,,27.9,DEM,0.0,0,0.26915,1.0,0.55,False,3.0,42679.0,1,,82.1,,,0
1095,4682,4680,"SMITH, WILLIAM ROBERT",OH,2.0,DEM,2012,,28.4,REP,0.34657445,0,0.12339,1.0,0.44,True,4.0,48260.0,9,50.15,76.6,0.0,0.0,0
1096,4683,4684,"WENSTRUP, BRAD",OH,2.0,REP,2012,,28.4,REP,0.584527739,0,0.12339,1.0,0.44,False,4.0,48260.0,123,48.74,76.6,998232.8,892990.03,1
1100,4701,4703,"JOHNSON, BILL",OH,6.0,REP,2012,0.273733236,14.3,REP,0.501860635,1,0.04497,1.0,0.44,False,4.0,41783.0,9,83.94,81.6,2026753.52,2007027.37,1
1101,4704,4705,"WILSON, CHARLES A",OH,6.0,DEM,2012,0.273733236,14.3,REP,0.451528639,0,0.04497,1.0,0.44,True,4.0,41783.0,23,82.16,81.6,1327726.72,1407856.56,0
1102,4705,4707,"GIBBS, BOB",OH,7.0,REP,2012,,18.0,REP,0.621680798,1,0.0682,1.0,0.44,False,1.0,47805.0,7,79.88,77.93684,1550088.19,1347805.92,1
1103,4706,4708,"HEALY-ABRAMS, JOYCE",OH,7.0,DEM,2012,,18.0,REP,0.32247278,0,0.0682,0.0,0.44,True,1.0,47805.0,500,100.00,77.93684,915627.37,905262.98,0
1104,4709,4711,"BOEHNER, JOHN A",OH,8.0,REP,2012,,21.6,REP,0.6564276379999999,1,0.10889,1.0,0.44,False,3.0,49728.0,6,83.82,74.27143000000001,22024288.2,21197801.38,1
1107,4732,4735,"FUDGE, MARCIA L",OH,11.0,DEM,2012,,25.1,REP,0.829299424,1,0.59539,0.0,0.44,True,4.0,31331.0,500,89.41,71.6,689197.47,711755.19,1
1108,4737,4740,"REESE, JAMES",OH,12.0,DEM,2012,0.331032687,37.3,REP,0.409788989,0,0.11005,1.0,0.44,True,4.0,63046.0,5,69.89,70.5,25393.48,25180.1,1
1109,4740,4741,"AGANA, MARISHA GUZMAN",OH,13.0,REP,2012,,20.0,REP,0.442678013,0,0.15741,1.0,0.44,False,3.0,40492.0,500,100.00,73.2,52893.51,49956.53,0
1110,4742,4742,"RYAN, TIMOTHY",OH,13.0,DEM,2012,,20.0,REP,0.557321987,1,0.15741,1.0,0.44,True,3.0,40492.0,21,100.00,73.2,991384.96,983820.48,1
1113,4751,4754,"LANG, PATRICK",OH,15.0,DEM,2012,,27.9,REP,0.4128678670000001,0,0.08778999999999999,1.0,0.44,True,3.0,53880.0,37,56.68,72.30667,109744.47,104440.41,0
1114,4752,4753,"STIVERS, STEVE MR.",OH,15.0,REP,2012,,27.9,REP,0.541582803,1,0.08778999999999999,1.0,0.44,False,3.0,53880.0,159,89.31,72.30667,2748358.32,2541560.71,1
1115,4757,4757,"SUTTON, BETTY S",OH,16.0,DEM,2012,,30.7,REP,0.412620323,0,0.06255,0.0,0.44,True,0.0,58526.0,500,100.00,78.9,2523935.02,2553498.63,1
1117,4771,4772,"WALLACE, ROB",OK,2.0,DEM,2012,,15.7,REP,0.565238287,0,0.32487,1.0,0.35,True,4.0,37184.0,7,46.14,81.5,1220585.94,1200585.94,0
1119,4774,4778,"MURRAY, TIMOTHY RAY",OK,3.0,DEM,2012,0.514413601,20.9,REP,0.220064928,0,0.19975,1.0,0.35,True,4.0,46239.0,21,52.33,81.7,507.61,507.61,0
1122,4789,4796,"BONAMICI, SUZANNE",OR,1.0,DEM,2012,0.476646556,37.1,DEM,0.0,1,0.19744,0.0,0.46,True,4.0,60018.0,107,98.95,81.23333000000001,2488255.98,2280581.79,1
1128,4824,4821,"THOMPSON, FRED",OR,5.0,REP,2012,,27.5,DEM,0.0,0,0.14443,1.0,0.46,False,,52059.0,500,66.97,77.24286,33207.22,33207.22,0
1129,4825,4828,"BRADY, ROBERT A",PA,1.0,DEM,2012,,22.7,REP,1.0,1,0.51659,1.0,0.45,True,0.0,37127.0,7,99.91,77.7,746273.09,870046.05,1
1130,4826,4826,"FEATHERMAN, JOHN",PA,1.0,REP,2012,,22.7,REP,0.0,0,0.51659,1.0,0.45,False,0.0,37127.0,6,99.89,77.7,8932.0,8932.0,0
1133,4847,4849,"DUMAS, CHARLES",PA,5.0,DEM,2012,,21.2,REP,0.28232675,0,0.061570000000000014,1.0,0.45,True,3.0,45359.0,23,98.91,77.5,35221.68,35793.8,0
1134,4848,4848,"THOMPSON, GLENN",PA,5.0,REP,2012,,21.2,REP,0.68689357,1,0.061570000000000014,1.0,0.45,False,3.0,45359.0,157,99.48,77.5,1263884.89,1262547.04,1
1135,4849,4850,"GERLACH, JIM",PA,6.0,REP,2012,,40.3,REP,0.571024874,1,0.11764,1.0,0.45,False,0.0,71814.0,5,99.40,77.74667,2234892.13,2108953.16,1
1136,4850,4851,"TRIVEDI, MANAN",PA,6.0,DEM,2012,,40.3,REP,0.428975126,0,0.11764,1.0,0.45,True,0.0,71814.0,500,99.53,77.74667,1308552.43,1331020.92,0
1137,4851,4853,"BADEY, GEORGE J III",PA,7.0,DEM,2012,,40.3,REP,0.439766073,0,0.11809,1.0,0.45,True,0.0,75515.0,53,99.87,78.5,551274.77,549345.79,0
1138,4852,4852,"MEEHAN, PATRICK L. MR. JR.",PA,7.0,REP,2012,,40.3,REP,0.549438502,1,0.11809,1.0,0.45,False,0.0,75515.0,37,99.88,78.5,2589844.69,1627729.04,1
1139,4853,4854,"BOOCKVAR, KATHRYN",PA,8.0,DEM,2012,,35.0,REP,0.464773685,0,0.10897,0.0,0.45,True,4.0,76198.0,92,100.00,75.6,1450690.8,1443330.66,1
1140,4856,4858,"RAMSBURG, KAREN",PA,9.0,DEM,2012,,16.7,REP,0.0,0,0.055970000000000006,0.0,0.45,True,4.0,43796.0,25,76.52,76.02632,,,1
1141,4860,4861,"MARINO, THOMAS ANTHONY",PA,10.0,REP,2012,,19.6,REP,0.551767318,1,0.06234,1.0,0.45,False,4.0,47535.0,20,99.69,75.52381,822419.53,815148.52,1
1142,4861,4862,"SCOLLO, PHILIP",PA,10.0,DEM,2012,,19.6,REP,0.4482326820000001,0,0.06234,1.0,0.45,True,4.0,47535.0,90,99.07,75.52381,190887.0,182351.28,0
1143,4862,4863,"BARLETTA, LOU",PA,11.0,REP,2012,,21.8,REP,0.547005573,1,0.10377,1.0,0.45,False,0.0,49138.0,500,99.43,74.8,1334027.37,1335284.52,1
1144,4863,4865,"STILP, GENE",PA,11.0,DEM,2012,,21.8,REP,0.452994427,0,0.10377,1.0,0.45,True,0.0,49138.0,500,54.09,74.8,63296.0,65232.46,0
1145,4866,4868,"CRITZ, MARK",PA,12.0,DEM,2012,0.601010101,29.1,REP,0.507790483,1,0.06661,1.0,0.45,True,4.0,53157.0,18,51.03,75.0,2600190.08,2605184.24,0
1146,4867,4867,"ROTHFUS, KEITH MR.",PA,12.0,REP,2012,0.601010101,29.1,REP,0.492209517,0,0.06661,1.0,0.45,False,4.0,53157.0,45,99.19,75.0,1987085.42,1993454.78,1
1147,4869,4870,"ROONEY, JOSEPH JAMES",PA,13.0,REP,2012,,31.5,REP,0.436584289,0,0.34507,1.0,0.45,False,0.0,53083.0,11,99.98,76.5,172972.01,172422.01,0
1148,4870,4871,"SCHWARTZ, ALLYSON Y.",PA,13.0,DEM,2012,,31.5,REP,0.563415711,1,0.34507,0.0,0.45,True,0.0,53083.0,500,99.90,76.5,2910725.48,1203040.91,1
1149,4872,4874,"DOYLE, MIKE",PA,14.0,DEM,2012,,28.1,REP,0.687851468,1,0.27523000000000003,1.0,0.45,True,3.0,40919.0,1,79.93,75.2,870614.07,757648.99,1
1150,4873,4872,"LESSMANN, HANS F",PA,14.0,OTH,2012,,28.1,REP,0.0,0,0.27523000000000003,1.0,0.45,False,3.0,40919.0,500,98.61,75.2,,,0
1151,4874,4878,"DAUGHERTY, RICHARD D",PA,15.0,DEM,2012,,27.0,REP,0.389962258,0,0.14762,1.0,0.45,True,3.0,54376.0,16,58.69,74.6,45805.68,45430.76,0
1152,4875,4875,"DENT, CHARLES W REP",PA,15.0,REP,2012,,27.0,REP,0.535492892,1,0.14762,1.0,0.45,False,3.0,54376.0,23,99.81,74.6,1706451.47,1511724.42,1
1154,4881,4879,"STRADER, ARYANNA",PA,16.0,DEM,2012,,23.7,REP,0.346131531,0,0.16834000000000002,0.0,0.45,True,4.0,50930.0,500,99.48,72.7,85088.74,85079.49,0
1155,4882,4885,"CARTWRIGHT, MATTHEW A",PA,17.0,DEM,2012,,19.7,REP,0.555005949,0,0.11659,1.0,0.45,True,3.0,46364.0,10,57.07,73.79333000000001,1361753.07,1304273.84,0
1156,4883,4884,"CUMMINGS, LAUREEN A.",PA,17.0,REP,2012,,19.7,REP,0.444994051,0,0.11659,0.0,0.45,False,3.0,46364.0,500,98.09,73.79333000000001,35784.76,27107.34,1
1157,4886,4886,"MAGGI, LAWRENCE OWEN",PA,18.0,DEM,2012,0.601010101,32.1,REP,0.326717849,0,0.06192,1.0,0.45,True,0.0,57406.0,102,99.29,80.1,620205.26,608401.48,0
1158,4887,4888,"MURPHY, TIM",PA,18.0,REP,2012,0.601010101,32.1,REP,0.673282151,1,0.06192,1.0,0.45,False,0.0,57406.0,21,,80.1,2386295.47,2649101.97,1
1164,4912,4911,"SCOTT, TIMOTHY",SC,1.0,REP,2012,,35.9,REP,0.65410736,1,0.26681,1.0,0.4,False,0.0,54498.0,21,100.00,76.2,1680566.7,1363197.4,1
1165,4916,4918,"DUNCAN, JEFF",SC,3.0,REP,2012,,19.3,REP,0.62488862,1,0.22648,1.0,0.4,False,0.0,38807.0,192,100.00,76.0,698727.84,598246.51,1
1167,4921,4922,"MORROW, DEB",SC,4.0,DEM,2012,0.429441356,28.0,REP,0.0,0,0.25625,0.0,0.4,True,4.0,43965.0,500,,73.3,4190.0,200.0,0
1168,4924,4925,"KNOTT, JOYCE",SC,5.0,DEM,2012,,20.2,REP,0.0,0,0.31491,0.0,0.4,True,4.0,42642.0,500,100.00,74.49333,34640.88,32718.83,1
1169,4937,4930,"RICE, TOM",SC,7.0,REP,2012,,19.2,REP,0.0,1,0.34149,1.0,0.4,False,,37124.0,20,27.36,75.5,1428114.25,1321360.17,1
1170,4939,4944,"TINUBU, GLORIA BROMELL",SC,7.0,DEM,2012,,19.2,REP,0.0,0,0.34149,0.0,0.4,True,,37124.0,190,,75.5,625272.74,625243.15,0
1171,4945,4946,"NOEM, KRISTI LYNN",SD,0.0,REP,2012,0.35489931700000005,26.0,REP,0.481185001,1,0.14615,0.0,0.37,False,4.0,48362.0,108,100.00,77.46842,2811273.74,2688179.83,1
1172,4946,4947,"VARILEK, MATT",SD,0.0,DEM,2012,0.35489931700000005,26.0,REP,0.458913802,0,0.14615,1.0,0.37,True,4.0,48362.0,500,71.92,77.46842,983834.1,979601.37,0
1175,4956,4959,"GOODALE, TROY CHRISTOPHER",TN,2.0,DEM,2012,0.270710059,27.9,REP,0.146499019,0,0.10727,1.0,0.37,True,3.0,44732.0,62,100.00,77.4,14229.0,15061.0,0
1176,4966,4967,"DESJARLAIS, SCOTT EUGENE",TN,4.0,REP,2012,0.420383971,19.4,REP,0.570659363,1,0.13172,1.0,0.37,False,0.0,43563.0,17,76.76,76.0,1260459.29,1266553.7,1
1178,4982,4985,"AMOUZOUVIK, CREDO COMLAN",TN,7.0,DEM,2012,0.318479009,24.6,REP,0.247500945,0,0.15629,1.0,0.37,True,3.0,48542.0,500,100.00,77.94,0.0,0.0,0
1184,5021,5026,"HALL, RALPH MOODY",TX,4.0,REP,2012,,19.0,REP,0.731874644,1,0.17693,1.0,0.41,False,4.0,45112.0,171,58.37,79.0,563641.45,598127.32,1
1186,5023,5022,"HATHCOX, VALINDA",TX,4.0,DEM,2012,,19.0,REP,0.219957485,0,0.17693,0.0,0.41,True,4.0,45112.0,500,100.00,79.0,0.0,0.0,0
1188,5029,5029,"MROSKO, LINDA SUZANNE",TX,5.0,DEM,2012,,17.9,REP,0.275185168,0,0.24514,0.0,0.41,True,0.0,43436.0,68,39.16,78.2,7843.98,7842.5,0
1189,5031,5042,"BARTON, JOE LINUS",TX,6.0,REP,2012,,28.5,REP,0.659091888,1,0.29532,1.0,0.41,False,0.0,59024.0,107,63.22,78.5,1535592.48,2152615.75,1
1192,5044,5049,"CULBERSON, JOHN",TX,7.0,REP,2012,,47.1,REP,0.814472326,1,0.3074,1.0,0.41,False,4.0,67432.0,6,86.29,79.7,842045.37,846830.82,0
1195,5058,5064,"CADIEN, TAWANA W.",TX,10.0,DEM,2012,0.215917843,35.0,REP,0.330488779,0,0.21209,0.0,0.41,True,4.0,61710.0,500,56.65,80.6,47567.98,51855.41,0
1200,5095,5106,"BRUEGGEMANN, DALE ALLEN",TX,15.0,REP,2012,,17.5,REP,0.415945046,0,0.09999,1.0,0.41,False,0.0,39716.0,148,31.68,79.3,33575.0,31991.0,0
1203,5114,5116,"EASTON, BEN",TX,17.0,LIB,2012,,27.9,REP,0.016264872,0,0.24384,1.0,0.41,False,4.0,45756.0,44,,80.3,,,0
1204,5115,5115,"FLORES, BILL",TX,17.0,REP,2012,,27.9,REP,0.61801879,1,0.24384,1.0,0.41,False,4.0,45756.0,9,82.50,80.3,1301528.91,1059094.75,1
1205,5124,5124,"PETERSON, RICHARD",TX,19.0,LIB,2012,,21.0,REP,0.031644641,0,0.17953,1.0,0.41,False,0.0,42453.0,16,,79.48666999999999,,,1
1206,5126,5127,"CASTRO, JOAQUIN MR.",TX,20.0,DEM,2012,,22.2,REP,0.636166405,0,0.23935,1.0,0.41,True,0.0,45338.0,500,100.00,80.0,1494022.55,1346968.05,1
1209,5137,5137,"SMITH, LAMAR",TX,21.0,REP,2012,,43.6,REP,0.6887653509999999,1,0.12983,1.0,0.41,False,0.0,58738.0,500,,80.5,1727471.98,1705680.88,1
1215,5173,5164,"WILLIAMS, ROGER",TX,25.0,REP,2012,,33.6,REP,0.448350568,1,0.16417,1.0,0.41,False,0.0,57180.0,92,25.11,79.6,3102682.95,3035074.05,1
1217,5177,5178,"SANCHEZ, DAVID",TX,26.0,DEM,2012,,39.3,REP,0.306959447,0,0.18767,1.0,0.41,True,3.0,75711.0,4,100.00,80.5,11273.84,10226.01,0
1222,5202,5201,"WASHINGTON, TRAVIS JR",TX,30.0,REP,2012,,18.8,REP,0.216427732,0,0.57449,1.0,0.41,False,0.0,40810.0,54,100.00,79.42,9800.0,7705.0,0
1223,5203,5204,"CARTER, JOHN R. REP.",TX,31.0,REP,2012,,31.6,REP,0.82539724,1,0.21951,1.0,0.41,False,0.0,61553.0,6,75.99,75.1,885683.63,757982.69,1
1226,5210,5210,"SESSIONS, PETE",TX,32.0,REP,2012,,40.7,REP,0.626102515,1,0.35336,1.0,0.41,False,,62232.0,55,100.00,78.6,1836551.52,1716842.95,1
1231,5262,5262,"STOCKMAN, STEVE",TX,36.0,REP,2012,,18.2,REP,0.0,1,0.19755,1.0,0.41,False,,53145.0,159,21.78,76.98947,365284.6,361604.47,1
1233,5270,5270,"MCALEER, DONNA",UT,1.0,DEM,2012,,27.7,REP,0.239253666,0,0.10826,0.0,0.26,True,0.0,57966.0,64,66.63,75.89524,231493.21,229529.43,0
1236,5291,5294,"CHAFFETZ, JASON",UT,3.0,REP,2012,,36.5,REP,0.723245991,1,0.08763,1.0,0.26,False,,61943.0,3,,76.3,807594.7,830114.5,1
1237,5294,5295,"SIMONSEN, SOREN DAHL",UT,3.0,DEM,2012,,36.5,REP,0.22941621,0,0.08763,1.0,0.26,True,,61943.0,500,,76.3,30602.0,30781.68,0
1240,5309,5310,"HIRSCHBIEL, PAUL ODELL JR",VA,2.0,DEM,2012,,30.2,REP,0.424927013,0,0.33302,1.0,0.46,True,0.0,56787.0,27,100.00,76.73333000000001,2011392.39,2003888.41,1
1241,5312,5315,"LONGO, DEAN JAY",VA,3.0,REP,2012,,21.4,REP,0.27211428600000004,0,0.64152,1.0,0.46,False,0.0,40022.0,177,100.00,81.5,31059.9,29290.46,1
1242,5316,5317,"FORBES, J RANDY",VA,4.0,REP,2012,,24.0,REP,0.624676066,1,0.38478,1.0,0.46,False,0.0,60936.0,500,89.72,80.8,1077552.25,1240932.22,1
1243,5318,5316,"WARD, ELLA P",VA,4.0,DEM,2012,,24.0,REP,0.375323934,0,0.38478,0.0,0.46,True,0.0,60936.0,500,85.30,80.8,78991.62,77669.42,0
1244,5319,5321,"DOUGLASS, JOHN WADE",VA,5.0,DEM,2012,0.377301853,24.2,REP,0.470248475,0,0.25296,1.0,0.46,True,0.0,45288.0,6,#VALUE!,80.74736999999999,1137903.75,1118272.05,0
1246,5325,5324,"SCHMOOKLER, ANDY",VA,6.0,DEM,2012,,24.8,REP,0.0,0,0.15737,1.0,0.46,True,4.0,46378.0,28,100.00,80.52381,167429.14,166535.14,1
1247,5327,5328,"CANTOR, ERIC IVAN",VA,7.0,REP,2012,,39.1,REP,0.593199679,1,0.22711,1.0,0.46,False,4.0,68910.0,14,79.45,80.1,7632717.43,7477917.43,1
1248,5330,5329,"POWELL, ERNEST WAYNE",VA,7.0,DEM,2012,,39.1,REP,0.341715703,0,0.22711,1.0,0.46,True,4.0,68910.0,158,#VALUE!,80.1,815546.24,800646.93,0
1250,5338,5339,"FLACCAVENTO, ANTHONY JUDE",VA,9.0,DEM,2012,,17.7,REP,0.464484795,0,0.08653,1.0,0.46,True,4.0,37196.0,22,#VALUE!,81.4,450091.62,449435.56,0
1251,5339,5340,"GRIFFITH, H MORGAN",VA,9.0,REP,2012,,17.7,REP,0.512586278,1,0.08653,0.0,0.46,False,4.0,37196.0,500,100.00,81.4,1399362.81,1320305.58,1
1253,5342,5341,"WOLF, FRANK R",VA,10.0,REP,2012,,52.5,REP,0.6293759329999999,1,0.26821,1.0,0.46,False,0.0,108068.0,65,100.00,81.2,1091197.21,1020032.15,1
1256,5362,5362,"WELCH, PETER",VT,0.0,DEM,2012,0.395474907,34.2,DEM,0.0,1,0.04913,1.0,,True,0.0,52977.0,55,99.04,77.2,950025.79,669593.39,1
1257,5367,5380,"DELBENE, SUZAN K",WA,1.0,DEM,2012,,39.0,DEM,0.576667034,0,0.18521,0.0,0.51,True,0.0,77154.0,500,22.48,81.34666999999999,4420725.62,4496798.71,1
1258,5373,5375,"KOSTER, JOHN",WA,1.0,REP,2012,,39.0,DEM,0.423332966,0,0.18521,1.0,0.51,False,0.0,77154.0,6,44.86,81.34666999999999,1194379.94,1181899.68,0
1259,5382,5383,"LARSEN, RICK",WA,2.0,DEM,2012,,28.4,DEM,0.510723345,1,0.19193,1.0,0.51,True,0.0,57156.0,16,57.21,80.7,1356321.57,1225992.83,1
1260,5383,5381,"MATTHEWS, DAN",WA,2.0,REP,2012,,28.4,DEM,0.489276655,0,0.19193,1.0,0.51,False,0.0,57156.0,12,28.71,80.7,284860.42,279502.01,0
1261,5386,5389,"HAUGEN, JON T",WA,3.0,DEM,2012,0.327091136,22.3,DEM,0.47028112,0,0.12861,1.0,0.51,True,3.0,51248.0,97,37.64,79.8,13478.0,13480.0,1
1262,5390,5392,"BAECHLER, MARY",WA,4.0,DEM,2012,0.23857868,19.1,DEM,0.323579299,0,0.23809,0.0,0.51,True,0.0,48473.0,15,26.48,79.2,34202.03,30357.25,0
1263,5392,5395,"HASTINGS, DOC",WA,4.0,REP,2012,0.23857868,19.1,DEM,0.676420701,1,0.23809,1.0,0.51,False,0.0,48473.0,500,59.32,79.2,1649564.36,1453308.11,1
1264,5395,5399,"COWAN, RICH",WA,5.0,DEM,2012,0.455269608,27.7,DEM,0.363336578,0,0.11266,1.0,0.51,True,4.0,44661.0,500,33.12,78.31905,369672.46,364221.03,0
