Year#District/State#Candidate Name#Vote Total#
2010#1 NC#Woolard, Ashley Republican#70867#
2010#2 NC#Ellmers, Renee Republican#93876#
2010#2 NC#Etheridge, Bob Democratic#92393#
2010#2 NC#Rose, Tom Libertarian#3505#
2010#3 NC#Jones, Walter B. Republican#143225#
2010#3 NC#Rouse, Johnny G. Democratic#51317#
2010#3 NC#Holloman, Darryl Libertarian#4762#
2010#4 NC#Price, David Democratic#155384#
2010#4 NC#Lawson, William (B.J.) Republican#116448#
2010#5 NC#Foxx, Virginia Republican#140525#
2010#5 NC#Kennedy, Billy Democratic#72762#
2010#6 NC#Coble, Howard Republican#156252#
2010#6 NC#Turner, Sam Democratic#51507#
2010#7 NC#McIntyre, Mike Democratic#113957#
2010#7 NC#Pantano, Ilario Gregory Republican#98328#
2010#8 NC#Kissell, Larry Democratic#88776#
2010#8 NC#Johnson, Harold Republican#73129#
2010#8 NC#Hill, Thomas Libertarian#5098#
2010#8 NC#Graves, Anthony W. Write-In#240#
2010#9 NC#Myrick, Sue Republican#158790#
2010#9 NC#Doctor, Jeff Democratic#71450#
2010#10 NC#McHenry, Patrick Republican#130813#
2010#10 NC#Gregory, Jeff Democratic#52972#
2010#11 NC#Shuler, Heath Democratic#131225#
2010#11 NC#Miller, Jeff Republican#110246#
2010#12 NC#Watt, Mel Democratic#103495#
2010#12 NC#Dority, Greg Republican#55315#
2010#12 NC#Cecil, Lon Libertarian#3197#
2010#13 NC#Miller, Brad Democratic#116103#
2010#13 NC#Randall, William (Bill) Republican#93099#
2010#0 ND#Berg, Rick Republican#129802#
2010#0 ND#Pomeroy, Earl Democratic-Nonpartisan League#106542#
2010#1 OH#Chabot, Steve Republican#103770#
2010#1 OH#Driehaus, Steve Democratic#92672#
2010#1 OH#Berns, Jim Libertarian#3076#
2010#1 OH#Stevenson, Rich Green#2000#
2010#2 OH#Schmidt, Jean Republican#139027#
2010#2 OH#Yalamanchili, Surya Democratic#82431#
2010#2 OH#Johnston, Marc Libertarian#16259#
2010#2 OH#Conover, Randy Lee Write-In#128#
2010#3 OH#Turner, Mike Republican#152629#
2010#3 OH#Roberts, Joe Democratic#71455#
2010#4 OH#Jordan, Jim Republican#146029#
2010#4 OH#Litt, Doug Democratic#50533#
2010#4 OH#Kissick, Donald Charles Libertarian#7708#
2010#5 OH#Latta, Bob Republican#140703#
2010#5 OH#Finkenbiner, Caleb Democratic#54919#
2010#5 OH#Smith, Brian L. Libertarian#11831#
2010#6 OH#Johnson, Bill Republican#103170#
2010#6 OH#Wilson, Charlie Democratic#92823#
2010#6 OH#Cadle, Richard E. Constitution#5077#
2010#6 OH#Elsass, Martin J. Libertarian#4505#
2010#7 OH#Austria, Steve Republican#135721#
2010#7 OH#Conner, Bill Democratic#70400#
2010#7 OH#Anderson, John D. Libertarian#9381#
2010#7 OH#Easton, David W. Constitution#2811#
2010#8 OH#Boehner, John A. Republican#142731#
2010#8 OH#Coussoule, Justin A. Democratic#65883#
2010#8 OH#Harlow, David A. Libertarian#5121#
2010#8 OH#Condit, James J., Jr. Constitution#3701#
2010#9 OH#Kaptur, Marcy Democratic#121819#
2010#9 OH#Iott, Rich Republican#83423#
2010#10 OH#Kucinich, Dennis J. Democratic#101343#
2010#10 OH#Corrigan, Peter J. Republican#83809#
2010#10 OH#Goggins, Jeff Libertarian#5874#
2010#11 OH#Fudge, Marcia L. Democratic#139693#
2010#11 OH#Pekarek, Thomas Republican#28754#
2010#12 OH#Tiberi, Pat Republican#150163#
2010#12 OH#Brooks, Paula Democratic#110307#
2010#12 OH#Irvine, Travis M. Libertarian#8710#
2010#13 OH#Sutton, Betty Democratic#118806#
2010#13 OH#Ganley, Tom Republican#94367#
2010#14 OH#LaTourette, Steven C. Republican#149878#
2010#14 OH#O'Neill, Bill Democratic#72604#
2010#14 OH#Jelenic, John M. Libertarian#8383#
2010#15 OH#Stivers, Steve Republican#119471#
2010#15 OH#Kilroy, Mary Jo Democratic#91077#
2010#15 OH#Kammerer, William J. Libertarian#6116#
2010#15 OH#Ryon, David Constitution#3887#
2010#15 OH#Buckel, Bill Write-In#45#
2010#16 OH#Renacci, Jim Republican#114652#
2010#16 OH#Boccieri, John A. Democratic#90833#
2010#16 OH#Blevins, Jeffrey J. Libertarian#14585#
2010#16 OH#Ross, Robert L. Write-In#67#
2010#17 OH#Ryan, Timothy J. Democratic#102758#
2010#17 OH#Graham, Jim Republican#57352#
2010#17 OH#Traficant, James A., Jr. Independent#30556#
2010#18 OH#Gibbs, Bob Republican#107426#
2010#18 OH#Space, Zack Democratic#80756#
2010#18 OH#Sutton, Lindsey Dean Write-In,Constitution,Constitution#11246#
2010#18 OH#Pitrone, Mark Write-In#20#
2010#1 OK#Sullivan, John Republican#151173#
2010#1 OK#O'Dell, Angelia Independent#45656#
2010#2 OK#Boren, Dan Democratic#108203#
2010#2 OK#Thompson, Charles Republican#83226#
2010#3 OK#Lucas, Frank D. Republican#161927#
2010#3 OK#Robbins, Frankie Democratic#45689#
2010#4 OK#Cole, Tom Republican#Unopposed#
2010#5 OK#Lankford, James Republican#123236#
2010#5 OK#Coyle, Billy Democratic#68074#
2010#5 OK#White, Dave Independent#2728#
2010#5 OK#Duffe, Clark Independent#3067#
2010#1 OR#Wu, David Democratic#160357#
2010#1 OR#Cornilles, Rob Republican#122858#
2010#1 OR#LaMunyon, Don Constitution#3855#
2010#1 OR#Henry, Chris Pacific Green,Progressive#2955#
2010#1 OR#Tabor, H. Joe Libertarian#2492#
2010#2 OR#Walden, Greg Republican#206245#
2010#2 OR#Segers, Joyce B. Democratic#72173#
2010#3 OR#Blumenauer, Earl Democratic#193104#
2010#3 OR#Lopez, Delia Republican#67714#
2010#3 OR#Lawrence, Jeff Libertarian,Independent Party#8380#
2010#3 OR#Meo, Michael Pacific Green,Progressive#6197#
2010#4 OR#DeFazio, Peter A. Democratic,Progressive,Working Families#162416#
2010#4 OR#Robinson, Art Republican,Constitution,Independent Party#129877#
2010#4 OR#Beilstein, Mike Pacific Green#5215#
2010#5 OR#Schrader, Kurt Democratic#145319#
2010#5 OR#Bruun, Scott Republican,Independent Party#130313#
2010#5 OR#Lugo, Chris Pacific Green,Progressive#7557#
2010#1 PA#Brady, Robert A. Democratic#149944#
2010#2 PA#Fattah, Chaka Democratic#182800#
2010#2 PA#Hellberg, Rick Republican#21907#
2010#3 PA#Kelly, Mike Republican#111909#
2010#3 PA#Dahlkemper, Kathy Democratic#88924#
2010#4 PA#Altmire, Jason Democratic#120827#
2010#4 PA#Rothfus, Keith Republican#116958#
2010#5 PA#Thompson, Glenn Republican#127427#
2010#5 PA#Pipe, Michael Democratic#52375#
2010#5 PA#Etzel, Vernon L Libertarian#5710#
2010#6 PA#Gerlach, Jim Republican#133770#
2010#6 PA#Trivedi, Manan Democratic#100493#
2010#7 PA#Meehan, Patrick Republican#137825#
2010#7 PA#Lentz, Bryan Democratic#110314#
2010#7 PA#Schneller, James D American Congress Party#2708#
2010#8 PA#Fitzpatrick, Michael G. Republican#130759#
2010#8 PA#Murphy, Patrick J. Democratic#113547#
2010#9 PA#Shuster, Bill Republican#141904#
2010#9 PA#Conners, Tom Democratic#52322#
2010#10 PA#Marino, Thomas A. Republican#110599#
2010#10 PA#Carney, Christopher Paul Democratic#89846#
2010#11 PA#Barletta, Louis J. Republican#102179#
2010#11 PA#Kanjorski, Paul E. Democratic#84618#
2010#12 PA#Critz, Mark S. Democratic#94056#
2010#12 PA#Burns, Tim Republican#91170#
2010#13 PA#Schwartz, Allyson Y. Democratic#118710#
2010#13 PA#Adcock, Carson Dee Republican#91987#
2010#14 PA#Doyle, Mike Democratic#122073#
2010#14 PA#Haluszczak, Melissa Republican#49997#
2010#14 PA#Bortz, Ed Green#5400#
2010#15 PA#Dent, Charles W. Republican#109534#
2010#15 PA#Callahan, John B. Democratic#79766#
2010#15 PA#Towne, Jake Towne for Congress#15248#
2010#16 PA#Pitts, Joseph R. Republican#134113#
2010#16 PA#Herr, Lois Democratic#70994#
2010#17 PA#Holden, Tim Democratic#118486#
2010#17 PA#Argall, Dave Republican#95000#
2010#18 PA#Murphy, Tim Republican#161888#
2010#18 PA#Connolly, Dan Democratic#78558#
2010#19 PA#Platts, Todd Republican#165219#
2010#19 PA#Sanders, Ryan S. Democratic#53549#
2010#19 PA#Monighan, Joshua A Independent Patriots#10988#
2010#1 RI#Cicilline, David N. Democratic#81269#
2010#1 RI#Segal, David A. Democratic,Write-In#13#
2010#1 RI#Loughlin, John J., II Republican#71542#
2010#1 RI#Capalbo, Kenneth A. Independent#6424#
2010#1 RI#Raposa, Gregory Independent#1334#
2010#1 RI#Gemma, Anthony Write-In#9#
2010#1 RI#Kennedy, Patrick Write-In#6#
2010#1 RI#Mouse, Mickey Write-In#6#
2010#2 RI#Langevin, James R. Democratic#104442#
2010#2 RI#Dennigan, Elizabeth M. Democratic,Write-In#24#
2010#2 RI#Zaccaria, Mark S. Republican#55409#
2010#2 RI#Matson, John O. Independent#14584#
2010#2 RI#Cicilline, David Write-In#5#
2010#1 SC#Scott, Tim Republican#152755#
2010#1 SC#Frasier, Ben Democratic#67008#
2010#1 SC#Groce, Rob Working Families#4148#
2010#1 SC#Dobbs, Robert Green#3369#
2010#1 SC#Blandford, Keith Libertarian#2750#
2010#1 SC#Wood, Jimmy Independence#2489#
2010#1 SC#McCullough, M. E. Mac United Citizens#1013#
2010#2 SC#Wilson, Joe Republican#138861#
2010#2 SC#Miller, Rob Democratic#113625#
2010#2 SC#McCain, Eddie Libertarian#4228#
2010#2 SC#Beaman, Marc Constitution#2856#
2010#3 SC#Duncan, Jeff Republican#126235#
2010#3 SC#Dyer, Jane Ballard Democratic,Working Families#73095#
2010#3 SC#Dalen, John Constitution#2682#
2010#4 SC#Gowdy, Trey Republican#137586#
2010#4 SC#Corden, Paul Democratic#62438#
2010#4 SC#Edwards, Dave Constitution#11059#
2010#4 SC#Mahler, Rick Libertarian#3010#
2010#4 SC#Walters, C. Faye Green#2564#
2010#5 SC#Mulvaney, Mick Republican#125834#
2010#5 SC#Spratt, John Democratic#102296#
2010#6 SC#"Clyburn, James E. ""Jim"" Democratic"#125459#
2010#6 SC#Pratt, Jim Republican#72661#
2010#6 SC#Muhammad, Nammu Y. Green#1389#
2010#0 SD#Noem, Kristi Republican#153703#
2010#0 SD#Sandlin, Stephanie Herseth Democratic#146589#
2010#0 SD#Marking, B. Thomas Independent#19134#
2010#1 TN#Roe, David Philip Republican#123006#
2010#1 TN#Clark, Michael Edward Democratic#26045#
2010#1 TN#Steck, Kermit E. Independent#3110#
2010#2 TN#Duncan, John J., Jr. Republican#141796#
2010#2 TN#Hancock, Dave Democratic#25400#
2010#2 TN#Leinweber, Joseph R., Jr. Independent#2497#
2010#2 TN#Andrew, D.H. (Andy) Independent#1993#
2010#2 TN#Samples, Greg Independent#1185#
2010#2 TN#Headings, H. James Independent#509#
2010#3 TN#Fleischmann, Chuck Republican#92032#
2010#3 TN#Wolfe, John Democratic#45387#
2010#3 TN#Kyriakidis, Savas T. Independent#17077#
2010#3 TN#DeVol, Mark Independent#5773#
2010#3 TN#Barkman, Don Independent#811#
2010#3 TN#Goodwin, Gregory C. Independent#380#
2010#3 TN#Humphries, Robert Independent#380#
2010#3 TN#Kiah, Mo Independent#216#
2010#4 TN#DesJarlais, Scott Republican#103969#
2010#4 TN#Davis, Lincoln Democratic#70254#
2010#4 TN#Curtis, Paul H. Independent#3178#
2010#4 TN#York, Gerald Independent#2159#
2010#4 TN#Gray, James Independent#1714#
2010#4 TN#Johnson, Richard S. Independent#917#
2010#5 TN#Cooper, Jim Democratic#99162#
2010#5 TN#Hall, David Republican#74204#
2010#5 TN#Collings, Stephen W. Independent#584#
2010#5 TN#"Smith, John ""Big John"" Independent"#533#
2010#5 TN#Miller, Jackie Independent#444#
2010#5 TN#Miglietta, John P. Independent#396#
2010#5 TN#Crook, Bill Independent#391#
2010#5 TN#Whitfield, James G., II Independent#333#
2010#5 TN#Moore, Joe D., Jr. Independent#159#
2010#5 TN#Taylor, Clark Independent#156#
2010#6 TN#Black, Diane Republican#128517#
2010#6 TN#Carter, Brett Democratic#56145#
2010#6 TN#Boyd, Jim Independent#2157#
2010#6 TN#Purcell, David Independent#1296#
2010#6 TN#Hay, Tommy N. Independent#1270#
2010#6 TN#Gore, Brandon E. Independent#1103#
2010#6 TN#Sprague, Stephen R. Independent#596#
2010#7 TN#Blackburn, Marsha Republican#158916#
2010#7 TN#Rabidoux, Greg Democratic#54347#
2010#7 TN#Stone, J. W. (Bill) Independent#6320#
2010#8 TN#Fincher, Stephen Lee Republican#98759#
2010#8 TN#Hart, James Write-In,Republican,Write-In#9#
2010#8 TN#Herron, Roy Democratic#64960#
2010#8 TN#Janes, Donn Independent#2440#
2010#8 TN#Rawles, Mark J. Independent#1237#
2010#9 TN#Cohen, Steve Democratic#99827#
2010#9 TN#Bergmann, Charlotte Republican#33879#
2010#9 TN#Sullivan, Sandra Independent#673#
2010#9 TN#Steele, Perry Independent#528#
2010#1 TX#Gohmert, Louie Republican#129398#
2010#1 TX#Parkes, Charles F., III Libertarian#14811#
2010#2 TX#Poe, Ted Republican#130020#
2010#2 TX#Smith, David W. Libertarian#16711#
2010#3 TX#Johnson, Sam Republican#101180#
2010#3 TX#Lingenfelder, John Democratic#47848#
2010#3 TX#Claytor, Christopher J. Libertarian#3602#
2010#3 TX#Pierce, Harry Write-In#22#
2010#4 TX#Hall, Ralph M. Republican#136338#
2010#4 TX#Hathcox, VaLinda Democratic#40975#
2010#4 TX#Prindle, Jim D. Libertarian#4729#
2010#4 TX#Shepard, Shane Independent#4244#
2010#5 TX#Hensarling, Jeb Republican#106742#
2010#5 TX#Berry, Tom Democratic#41649#
2010#5 TX#Ashby, Ken Libertarian#2958#
2010#6 TX#Barton, Joe L. Republican#107140#
2010#6 TX#Cozad, David E. Democratic#50717#
2010#6 TX#Severns, Byron Libertarian#4700#
2010#7 TX#Culberson, John Republican#143655#
2010#7 TX#Townsend, Bob Libertarian#31704#
2010#7 TX#Squiers, Lissa Write-In#1019#
2010#8 TX#Brady, Kevin Republican#161417#
2010#8 TX#Hargett, Kent Democratic#34694#
2010#8 TX#West, Bruce Libertarian#4988#
2010#9 TX#Green, Al Democratic#80107#
2010#9 TX#Mueller, Steve Republican#24201#
2010#9 TX#Hope, Michael W. Libertarian#1459#
2010#10 TX#McCaul, Michael Republican#144980#
2010#10 TX#Ankrum, Ted Democratic#74086#
2010#10 TX#"Perkins, Jeremiah ""JP"" Libertarian"#5105#
2010#11 TX#Conaway, Mike Republican#125581#
2010#11 TX#Quillian, James Democratic#23989#
2010#11 TX#Powell, James A. Libertarian#4321#
2010#11 TX#Howe, Jim Green#1449#
2010#12 TX#Granger, Kay Republican#109882#
2010#12 TX#Smith, Tracey Democratic#38434#
2010#12 TX#Solodow, Matthew Libertarian#4601#
2010#13 TX#Thornberry, Mac Republican#113201#
2010#13 TX#Dyer, Keith Independent#11192#
2010#13 TX#Burwell, John T., Jr. Libertarian#5650#
2010#14 TX#Paul, Ron Republican#140623#
2010#14 TX#Pruett, Robert Democratic#44431#
2010#15 TX#Hinojosa, Rubén Democratic#53546#
2010#15 TX#Zamora, Eddie Republican#39964#
2010#15 TX#Cohn, Aaron I. Libertarian#2570#
2010#16 TX#Reyes, Silvestre Democratic#49301#
2010#16 TX#Besco, Tim Republican#31051#
2010#16 TX#Collins, Bill Libertarian#4319#
2010#16 TX#Collins, Tim Write-In#221#
2010#17 TX#Flores, Bill Republican#106696#
2010#17 TX#Edwards, Chet Democratic#63138#
2010#17 TX#Kelly, Richard B. Libertarian#2808#
2010#18 TX#Lee, Sheila Jackson Democratic#85108#
2010#18 TX#Faulk, John Republican#33067#
2010#18 TX#Taylor, Mike Libertarian#3118#
2010#18 TX#"Meyer, Charles B. ""ChuckM"" Write-In"#28#
2010#19 TX#Neugebauer, Randy Republican#106059#
2010#19 TX#Wilson, Andy Democratic#25984#
2010#19 TX#"Peterson, Richard ""Chip"" Libertarian"#4315#
2010#20 TX#Gonzales, Charles A. Democratic#58645#
2010#20 TX#Trotter, Clayton Republican#31757#
2010#20 TX#"Idrogo, Michael ""Commander"" Libertarian"#1783#
2010#21 TX#Smith, Lamar Republican#162924#
2010#21 TX#Melnick, Lainey Democratic#65927#
2010#21 TX#Strohm, James Arthur Libertarian#7694#
2010#22 TX#Olson, Pete Republican#140537#
2010#22 TX#Rogers, Kesha Democratic#62082#
2010#22 TX#Susman, Steven Libertarian#5538#
2010#22 TX#Williams, Johnny Write-In#66#
2010#23 TX#"Canseco, Francisco ""Quico"" Republican"#74853#
2010#23 TX#Rodriguez, Ciro D. Democratic#67348#
2010#23 TX#Stephens, Craig T. Independent#5432#
2010#23 TX#Nitschke, Martin Libertarian#2482#
2010#23 TX#Scharf, Ed Green#1419#
2010#24 TX#Marchant, Kenny E. Republican#100078#
2010#24 TX#Sparks, David Libertarian#22609#
2010#25 TX#Doggett, Lloyd Democratic#99967#
2010#25 TX#Campbell, Donna Republican#84849#
2010#25 TX#Stutsman, Jim Libertarian#4431#
2010#26 TX#Burgess, Michael C. Republican#120984#
2010#26 TX#Durrance, Neil L. Democratic#55385#
2010#26 TX#Boler, Mark Libertarian#4062#
2010#27 TX#Farenthold, R. Blake Republican#51001#
2010#27 TX#Ortiz, Solomon P. Democratic#50226#
2010#27 TX#Mishou, Ed Libertarian#5372#
2010#28 TX#Cuellar, Henry Democratic#62773#
2010#28 TX#Underwood, Bryan Republican#46740#
2010#28 TX#Kaat, Stephen Libertarian#1889#
2010#29 TX#Green, Gene Democratic#43257#
2010#29 TX#Morales, Roy Republican#22825#
2010#29 TX#Walters, Brad Libertarian#866#
2010#30 TX#Johnson, Eddie Bernice Democratic#86322#
2010#30 TX#Broden, Stephen E. Republican#24668#
2010#30 TX#Oswalt, J.B. Libertarian#2988#
2010#31 TX#Carter, John R. Republican#126384#
2010#31 TX#Oliver, Bill Libertarian#26735#
2010#32 TX#Sessions, Pete Republican#79433#
2010#32 TX#Raggio, Grier Democratic#44258#
2010#32 TX#Myers, John Jay Libertarian#3178#
2010#1 UT#Bishop, Rob Republican#135247#
2010#1 UT#Bowen, Morgan E. Democratic#46765#
2010#1 UT#Pearson, Kirk D. Constitution#9143#
2010#1 UT#Stratton, Jared Paul Libertarian#4307#
2010#2 UT#Matheson, Jim Democratic#127151#
2010#2 UT#Philpot, Morgan Republican#116001#
2010#2 UT#Hinton, Randall Constitution#4578#
2010#2 UT#Glissmeyer, Dave Unaffiliated#2391#
2010#2 UT#Hill, Wayne L. Unaffiliated#1726#
2010#3 UT#Chaffetz, Jason Republican#139721#
2010#3 UT#Hyer, Karen Democratic#44320#
2010#3 UT#Sligting, Douglas Constitution#4596#
2010#3 UT#Shannon, Jake Libertarian#2945#
2010#3 UT#Puente, Joseph L. Unaffiliated#1604#
2010#0 VT#Welch, Peter Democratic#154006#
2010#0 VT#Beaudry, Paul D. Republican#76403#
2010#0 VT#Jaccaci, Gus Independent#4704#
2010#0 VT#Newton, Jane Socialist Party#3222#
2010#1 VA#"Wittman, Robert J. ""Rob"" Republican"#135564#
2010#1 VA#Ball, Krystal M. Democratic#73824#
2010#1 VA#"Parker, G. Gail ""for Rail"" Independent Greens of Virginia"#2544#
2010#2 VA#Rigell, E. Scott Republican#88340#
2010#2 VA#Nye, Glenn C., III Democratic#70591#
2010#2 VA#Golden, Kenny E. Independent#7194#
2010#3 VA#"Scott, Robert C. ""Bobby"" Democratic"#114754#
2010#3 VA#"Smith, C. L. ""Chuck,"" Jr. Republican"#44553#
2010#3 VA#Quigley, James J. Libertarian#2383#
2010#3 VA#Kelly, John D. Independent#2039#
2010#4 VA#Forbes, J. Randy Republican#123659#
2010#4 VA#LeGrow, Wynne V. E. Democratic#74298#
2010#5 VA#Hurt, Robert Republican#119560#
2010#5 VA#Perriello, Tom S. P. Democratic#110562#
2010#5 VA#Clark, Jeffrey A. Independent#4992#
2010#6 VA#"Goodlatte, Robert W. ""Bob"" Republican"#127487#
2010#6 VA#Vanke, Jeffrey W. Independent#21649#
2010#6 VA#Bain, Stuart M. Libertarian#15309#
2010#7 VA#Cantor, Eric I. Republican#138209#
2010#7 VA#Waugh, Rick E., Jr. Democratic#79616#
2010#7 VA#Bayne, Floyd C. Independent Greens of Virginia#15164#
2010#8 VA#"Moran, James P. ""Jim,"" Jr. Democratic"#116404#
2010#8 VA#Murray, J. Patrick Republican#71145#
2010#8 VA#Fisher, J. Ron Independent Greens of Virginia#2707#
2010#9 VA#Griffith, H. Morgan Republican#95726#
2010#9 VA#Boucher, Rick C. Democratic#86743#
2010#9 VA#Heaton, Jeremiah D. Independent#4282#
2010#10 VA#Wolf, Frank R. Republican#131116#
2010#10 VA#Barnett, Jeffery R. Democratic#72604#
2010#10 VA#Redpath, William B. Libertarian#4607#
2010#11 VA#"Connolly, Gerald E. ""Gerry"" Democratic"#111720#
2010#11 VA#Fimian, Keith S. Republican#110739#
2010#11 VA#DeCarlo, Christopher F. Independent#1846#
2010#11 VA#Dotson, David L. Libertarian#1382#
2010#11 VA#Gillis, David William, Jr. Independent Greens of Virginia#959#
2010#1 WA#Inslee, Jay Democratic#172642#
2010#1 WA#Watkins, James Republican#126737#
2010#2 WA#Larsen, Rick Democratic#155241#
2010#2 WA#Koster, John Republican#148722#
2010#3 WA#Herrera, Jaime Republican#152799#
2010#3 WA#Heck, Denny Democratic#135654#
2010#4 WA#Hastings, Doc Republican#156726#
2010#4 WA#Clough, Jay Democratic#74973#
2010#5 WA#Rodgers, Cathy McMorris Republican#177235#
2010#5 WA#Romeyn, Daryl Democratic#101146#
2010#6 WA#Dicks, Norm Democratic#151873#
2010#6 WA#Cloud, Doug Republican#109800#
2010#7 WA#McDermott, Jim Democratic#232649#
2010#7 WA#Jeffers-Schroder, Bob Independent#47741#
2010#8 WA#Reichert, Dave Republican#161296#
2010#8 WA#DelBene, Suzan Democratic#148581#
2010#9 WA#Smith, Adam Democratic#123743#
2010#9 WA#Muri, Richard (Dick) Republican#101851#
2010#1 WV#McKinley, David B. Republican#90660#
2010#1 WV#Oliverio, Michael Angelo, III Democratic#89220#
2010#2 WV#Capito, Shelley Moore Republican#126814#
2010#2 WV#Graf, Virginia Lynch Democratic#55001#
2010#2 WV#Hudok, Phil Constitution#3431#
2010#3 WV#Rahall, Nick Joe, II Democratic#83636#
2010#3 WV#Maynard, Elliott E. Republican#65611#
2010#1 WI#Ryan, Paul Republican#179819#
2010#1 WI#Heckenlively, John Democratic#79363#
2010#1 WI#Kexel, Joseph Libertarian#4311#
2010#2 WI#Baldwin, Tammy Democratic#191164#
2010#2 WI#Lee, Chad Republican#118099#
2010#3 WI#Kind, Ron Democratic#126380#
