Bonner, Jo#AL#1#REP#2010#1
Burkette , B.#LA#5#REP#2016#0.701662695
Graves , G.#LA#6#REP#2016#0.641081092
Lieberman , R.#LA#6#DEM#2016#0.345142159
Bell , B.#LA#6#REP#2016#0.641081092
Sampson , J.#LA#6#DEM#2016#0.345142159
Fontanesi , R.#LA#6#LIB#2016#0.013776748
Graham , D.#LA#6#OTHER#2016#0
Pingree , C.#ME#1#DEM#2016#0.604322462
Holbrook , M.#ME#1#REP#2016#0.306738794
Poliquin , B.#ME#2#REP#2016#0.470308487
Cain , E.#ME#2#DEM#2016#0.418263667
Harris , A.#MD#1#REP#2016#0.704846414
Werner , J.#MD#1#DEM#2016#0.295153586
Beers , M.#MD#1#LIB#2016#0
Ruppersberger , D.#MD#2#DEM#2016#0.613880264
McDonough , P.#MD#2#REP#2016#0.358966908
Kasprzak , K.#MD#2#LIB#2016#0
Sarbanes , J.#MD#3#DEM#2016#0.596383503
Plaster , M.#MD#3#REP#2016#0.403616497
Eze , N.#MD#3#GRE#2016#0
Brown , A.#MD#4#DEM#2016#0.702504696
McDermott , G.#MD#4#REP#2016#0.282910666
Clark , K.#MD#4#GRE#2016#0
Krause , B.#MD#4#LIB#2016#0.014584638
Hoyer , S.#MD#5#DEM#2016#0.641215929
Arness , M.#MD#5#REP#2016#0.357778329
Summers , J.#MD#5#LIB#2016#0
Delaney , J.#MD#6#DEM#2016#0.497405408
Hoeber , A.#MD#6#REP#2016#0.482835774
Howser , D.#MD#6#LIB#2016#0
Gluck , G.#MD#6#GRE#2016#0.019758818
Cummings , E.#MD#7#DEM#2016#0.700085188
Vaughn , C.#MD#7#REP#2016#0.270374924
Hoenig , M.#MD#7#GRE#2016#0
Raskin , J.#MD#8#DEM#2016#0.608467327
Cox , D.#MD#8#REP#2016#0.391007526
Wallace , N.#MD#8#GRE#2016#0
Wunder , J.#MD#8#LIB#2016#0
Neal , R.#MA#1#DEM#2016#0.97955701
Mayock , F.#MA#1#IND#2016#0
Simmons , T.#MA#1#LIB#2016#0
McGovern , J.#MA#2#DEM#2016#0.982025529
Tsongas , N.#MA#3#DEM#2016#0.629583699
Wofford , A.#MA#3#REP#2016#0.369492998
Kennedy , J.#MA#4#DEM#2016#0.979053472
Rosa , D.#MA#4#REP#2016#0
Clark , K.#MA#5#DEM#2016#0.982942891
Moulton , S.#MA#6#DEM#2016#0.549697119
Capuano , M.#MA#7#DEM#2016#0.983306352
Lynch , S.#MA#8#DEM#2016#0.986688042
Burke , W.#MA#8#REP#2016#0
Keating , B.#MA#9#DEM#2016#0.54947347
Alliegro , M.#MA#9#REP#2016#0.449912147
Harrington , P.#MA#9#IND#2016#0
Cataldo , C.#MA#9#OTHER#2016#0
Raduc , A.#MA#9#OTHER#2016#0
Bergman , J.#MI#1#REP#2016#0.521382795
Johnson , L.#MI#1#DEM#2016#0.452814725
Bostow , D.#MI#1#LIB#2016#0.015283991
Boal , E.#MI#1#GRE#2016#0.010518488
Huizenga , B.#MI#2#REP#2016#0.636254412
Murphy , D.#MI#2#DEM#2016#0.332521401
Haas , E.#MI#2#LIB#2016#0.018195727
Brady , M.#MI#2#GRE#2016#0
Graeser , R.#MI#2#OTHER#2016#0.01302846
Amash , J.#MI#3#REP#2016#0.579071213
Smith , D.#MI#3#DEM#2016#0.390118113
Gerrard , T.#MI#3#OTHER#2016#0
Moolenaar , J.#MI#4#REP#2016#0.564945334
Wirth , D.#MI#4#DEM#2016#0.390920733
Schwartz , L.#MI#4#LIB#2016#0.02139247
Zimmer , G.#MI#4#OTHER#2016#0.022741463
Salvi , J.#MI#4#GRE#2016#0
Butkovich , K.#MI#4#OTHER#2016#0.022741463
Kildee , D.#MI#5#DEM#2016#0.66707182
Hardwick , A.#MI#5#REP#2016#0.311617103
Sluka , S.#MI#5#LIB#2016#0.021311077
Mikkelson , H.#MI#5#GRE#2016#0
Upton , F.#MI#6#REP#2016#0.558920642
Clements , P.#MI#6#DEM#2016#0.403831062
Wenke , L.#MI#6#LIB#2016#0.026462369
Walberg , T.#MI#7#REP#2016#0.534519525
Driskell , G.#MI#7#DEM#2016#0.411663724
Proctor , K.#MI#7#LIB#2016#0.020256164
Bishop , M.#MI#8#REP#2016#0.54597018
Shkreli , S.#MI#8#DEM#2016#0.420643702
Wood , J.#MI#8#LIB#2016#0.018743445
Green , M.#MI#8#GRE#2016#0.007732648
Burgess , J.#MI#8#OTHER#2016#0.006910026
Levin , S.#MI#9#DEM#2016#0.603932547
Morse , C.#MI#9#REP#2016#0.360874746
Orlando , M.#MI#9#LIB#2016#0.021226363
McDermott , J.#MI#9#GRE#2016#0.013966344
Mitchell , P.#MI#10#REP#2016#0.68681458
Accavitti , F.#MI#10#DEM#2016#0.293595753
Gioia , L.#MI#10#LIB#2016#0
Nofs , B.#MI#10#GRE#2016#0.019589666
Trott , D.#MI#11#REP#2016#0.558971971
Kumar , A.#MI#11#DEM#2016#0.404719827
Bentivolio , K.#MI#11#IND#2016#0
Osment , J.#MI#11#LIB#2016#0.030692013
Dingell , D.#MI#12#DEM#2016#0.650082261
Jones , J.#MI#12#REP#2016#0.313152037
Walkowicz , G.#MI#12#OTHER#2016#0
Bagwell , T.#MI#12#LIB#2016#0.012382658
Calewarts , D.#MI#12#GRE#2016#0
Conyers , J.#MI#13#DEM#2016#0.79492294
Gorman , J.#MI#13#REP#2016#0.163129616
Hayden , T.#MI#13#LIB#2016#0.021186365
Johnson , S.#MI#13#OTHER#2016#0
Lawrence , B.#MI#14#DEM#2016#0.777867726
Klausner , H.#MI#14#REP#2016#0.196740215
Creswell , G.#MI#14#LIB#2016#0.015842386
Squier , M.#MI#14#GRE#2016#0.009408476
Walz , T.#MN#1#DEM#2016#0
Hagedorn , J.#MN#1#REP#2016#0.457340748
Lewis , J.#MN#2#REP#2016#0.560843761
Craig , A.#MN#2#DEM#2016#0
Overby , P.#MN#2#IND#2016#0
Paulsen , E.#MN#3#REP#2016#0.621897751
Bonoff , T.#MN#3#DEM#2016#0
McCollum , B.#MN#4#DEM#2016#0
Ryan , G.#MN#4#REP#2016#0.329284862
Pendergast Sindt , S.#MN#4#OTHER#2016#0.670715138
Ellison , K.#MN#5#DEM#2016#0
Drake , F.#MN#5#REP#2016#0.240081984
Schuller , D.#MN#5#OTHER#2016#0.759918017
Emmer , T.#MN#6#REP#2016#0.563252236
Snyder , D.#MN#6#DEM#2016#0
Peterson , C.#MN#7#DEM#2016#0
Hughes , D.#MN#7#REP#2016#0.457191446
Nolan , R.#MN#8#DEM#2016#0
Mills , S.#MN#8#REP#2016#0.471451459
Kelly , T.#MS#1#REP#2016#0.679116676
Owens , J.#MS#1#DEM#2016#0.289277419
Wilson , C.#MS#1#LIB#2016#0.025345607
Toole , C.#MS#1#REP#2016#0.679116676
Thompson , B.#MS#2#DEM#2016#0.677367706
Bouie , J.#MS#2#REP#2016#0
Ray , T.#MS#2#IND#2016#0.245314371
McLeod , J.#MS#2#REP#2016#0
Harper , G.#MS#3#REP#2016#0.688936857
Quinn , D.#MS#3#DEM#2016#0.279292876
Gerrard , R.#MS#3#OTHER#2016#0.009014543
Sheets , L.#MS#3#REP#2016#0.688936857
Palazzo , S.#MS#4#REP#2016#0.699182393
Gladney , M.#MS#4#DEM#2016#0.24341158
McCluskey , R.#MS#4#LIB#2016#0.022323495
O'Hara , S.#MS#4#REP#2016#0.699182393
Clay , L.#MO#1#DEM#2016#0.729782133
Bailey , S.#MO#1#REP#2016#0.21574492
Cunningham , R.#MO#1#LIB#2016#0.054472947
Wagner , A.#MO#2#REP#2016#0.64119472
Otto , B.#MO#2#DEM#2016#0.326172458
Higgins , J.#MO#2#LIB#2016#0.032632822
Arnold , D.#MO#2#GRE#2016#0
Luetkemeyer , B.#MO#3#REP#2016#0.683331594
Miller , K.#MO#3#DEM#2016#0.271480013
Hogan , D.#MO#3#LIB#2016#0.044843962
Simmons , D.#MO#3#OTHER#2016#0
Hartzler , V.#MO#4#REP#2016#0.680791441
Christensen , G.#MO#4#DEM#2016#0.263571696
Bliss , M.#MO#4#LIB#2016#0.055551774
Cleaver , E.#MO#5#DEM#2016#0.515872034
Turk , J.#MO#5#REP#2016#0.449578547
Welborn , R.#MO#5#LIB#2016#0.034549419
Graves , S.#MO#6#REP#2016#0.666502647
Blackwell , D.#MO#6#DEM#2016#0.295004546
Monchil , R.#MO#6#LIB#2016#0.038492806
Diel , M.#MO#6#GRE#2016#0
Long , B.#MO#7#REP#2016#0.63464201
Williams , G.#MO#7#DEM#2016#0.28838049
Brixey , B.#MO#7#LIB#2016#0.076751831
Smith , J.#MO#8#REP#2016#0.666507562
Cowell , D.#MO#8#DEM#2016#0.243185701
Shell , J.#MO#8#LIB#2016#0.02360825
Zinke , R.#MT#1#REP#2016#0
Juneau , D.#MT#1#DEM#2016#0
Breckenridge , R.#MT#1#LIB#2016#0
Fortenberry , J.#NE#1#REP#2016#0.688155168
Wik , D.#NE#1#DEM#2016#0.311844832
Bacon , D.#NE#2#REP#2016#0.456924876
Ashford , B.#NE#2#DEM#2016#0.490336159
Laird , S.#NE#2#LIB#2016#0.052738965
Smith , A.#NE#3#REP#2016#0.75387643
Titus , D.#NV#1#DEM#2016#0.568413056
Perry , M.#NV#1#REP#2016#0.378746933
D'Silva , R.#NV#1#OTHER#2016#0.020249318
Bakari , K.#NV#1#IND#2016#0
Amodei , M.#NV#2#REP#2016#0.657333119
Evans , C.#NV#2#DEM#2016#0.27934053
Everhart , J.#NV#2#IND#2016#0
Knight , D.#NV#2#OTHER#2016#0.063326352
Rosen , J.#NV#3#DEM#2016#0.361270665
Tarkanian , D.#NV#3#REP#2016#0.607525443
Markowitz , W.#NV#3#IND#2016#0.020457181
Goossen , D.#NV#3#OTHER#2016#0
Kihuen , R.#NV#4#DEM#2016#0.457589405
Hardy , C.#NV#4#REP#2016#0.48528456
Brown , S.#NV#4#LIB#2016#0.031495401
Little , M.#NV#4#IND#2016#0
Shea-Porter , C.#NH#1#DEM#2016#0.481964858
Guinta , F.#NH#1#REP#2016#0.518035142
O'Connor , S.#NH#1#IND#2016#0
Lombardo , R.#NH#1#LIB#2016#0
Kelly , B.#NH#1#IND#2016#0
Kuster , A.#NH#2#DEM#2016#0.550151323
Lawrence , J.#NH#2#REP#2016#0.449848677
Babiarz , J.#NH#2#IND#2016#0
Norcross , D.#NJ#1#DEM#2016#0.574274426
Patterson , B.#NJ#1#REP#2016#0.394314797
Tomaszewski , S.#NJ#1#IND#2016#0
Sihr , W.#NJ#1#LIB#2016#0
Berman , M.#NJ#1#IND#2016#0
LoBiondo , F.#NJ#2#REP#2016#0.614599092
Cole , D.#NJ#2#DEM#2016#0.372716599
Ordille , J.#NJ#2#LIB#2016#0
Keenan , J.#NJ#2#IND#2016#0.006113532
Beechwood , E.#NJ#2#IND#2016#0.006113532
Fenichel , S.#NJ#2#IND#2016#0.006113532
Franco , G.#NJ#2#IND#2016#0.006113532
MacArthur , T.#NJ#3#REP#2016#0.539867708
LaVergne , F.#NJ#3#DEM#2016#0.443501717
Berlinski , L.#NJ#3#OTHER#2016#0.016630576
Smith , C.#NJ#4#REP#2016#0.679592105
Phillipson , L.#NJ#4#DEM#2016#0.311211388
Schroeder , H.#NJ#4#IND#2016#0
Marcus , J.#NJ#4#LIB#2016#0
Gottheimer , J.#NJ#5#DEM#2016#0.433027562
Garrett , S.#NJ#5#REP#2016#0.554083453
Belusic , C.#NJ#5#LIB#2016#0
Pallone , F.#NJ#6#DEM#2016#0.599300995
Sonnek-Schmelz , B.#NJ#6#REP#2016#0.389275841
Malliah , R.#NJ#6#GRE#2016#0
Shamy , J.#NJ#6#LIB#2016#0.011423163
Lance , L.#NJ#7#REP#2016#0.592549873
Jacob , P.#NJ#7#DEM#2016#0.387688427
O'Neill , D.#NJ#7#LIB#2016#0.0197617
Haussmann , A.#NJ#7#IND#2016#0
Sires , A.#NJ#8#DEM#2016#0.773535552
Khan , A.#NJ#8#REP#2016#0.190409719
Olivera , P.#NJ#8#IND#2016#0
Delaney , D.#NJ#8#LIB#2016#0
Pascrell , B.#NJ#9#DEM#2016#0.68486373
Castillo , H.#NJ#9#REP#2016#0.300899061
Rivera , D.#NJ#9#LIB#2016#0
Boss , J.#NJ#9#IND#2016#0
Payne Jr. , D.#NJ#10#DEM#2016#0.853830169
Pinckney , D.#NJ#10#REP#2016#0.126236365
Miller , J.#NJ#10#IND#2016#0
Fraser , A.#NJ#10#IND#2016#0
Frelinghuysen , R.#NJ#11#REP#2016#0.625700272
Wenzel , J.#NJ#11#DEM#2016#0.374299728
Depasquale , T.#NJ#11#IND#2016#0
Hetrick , J.#NJ#11#LIB#2016#0
Watson Coleman , B.#NJ#12#DEM#2016#0.609506221
Uccio , S.#NJ#12#REP#2016#0.365097125
Forchion , E.#NJ#12#IND#2016#0
Shapiro , R.#NJ#12#IND#2016#0
Fitzpatrick , T.#NJ#12#LIB#2016#0
Welzer , S.#NJ#12#GRE#2016#0.005998679
Bollentin , M.#NJ#12#IND#2016#0
Lujan Grisham , M.#NM#1#DEM#2016#0.585862513
Priem , R.#NM#1#REP#2016#0.414137487
Pearce , S.#NM#2#REP#2016#0.644274819
Soules , M.#NM#2#DEM#2016#0.355258261
Lujan , B.#NM#3#DEM#2016#0.615229579
Romero , M.#NM#3#REP#2016#0.384487929
Zeldin , L.#NY#1#REP#2016#0
Throne-Holst , A.#NY#1#DEM#2016#0
King , P.#NY#2#REP#2016#0
Gregory , D.#NY#2#DEM#2016#0.300232638
Suozzi , T.#NY#3#DEM#2016#0
Martins , J.#NY#3#REP#2016#0
Rice , K.#NY#4#DEM#2016#0
Gurfein , D.#NY#4#REP#2016#0
Meeks , G.#NY#5#DEM#2016#0.951370913
O'Reilly , M.#NY#5#REP#2016#0
Francois , F.#NY#5#GRE#2016#0
Meng , G.#NY#6#DEM#2016#0
Maio , D.#NY#6#REP#2016#0
Bhatti , H.#NY#6#OTHER#2016#1
Velazquez , N.#NY#7#DEM#2016#0
Romaguera , A.#NY#7#REP#2016#0.089680397
Jeffries , H.#NY#8#DEM#2016#0
Cavanagh , D.#NY#8#OTHER#2016#1
Clarke , Y.#NY#9#DEM#2016#0
Bellone , A.#NY#9#OTHER#2016#1
Nadler , J.#NY#10#DEM#2016#0
Rosenthal , P.#NY#10#REP#2016#0
Donovan , D.#NY#11#REP#2016#0
Reichard , R.#NY#11#DEM#2016#0
Bardel , H.#NY#11#GRE#2016#0.025155172
Maloney , C.#NY#12#DEM#2016#0
Ardini , R.#NY#12#REP#2016#0
Espaillat , A.#NY#13#DEM#2016#0.811194087
Evans , T.#NY#13#REP#2016#0
Vila Rivera , D.#NY#13#GRE#2016#0.125393212
Fenstermaker , S.#NY#13#OTHER#2016#0.0634127
Crowley , J.#NY#14#DEM#2016#0
Spotorno , F.#NY#14#REP#2016#0
Serrano , J.#NY#15#DEM#2016#0
Vega , A.#NY#15#REP#2016#0
Ramirez , E.#NY#15#OTHER#2016#0.989950637
Engel , E.#NY#16#DEM#2016#0
Lawrence , D.#NY#16#OTHER#2016#1
Lowey , N.#NY#17#DEM#2016#0
Maloney , S.#NY#18#DEM#2016#0
Oliva , P.#NY#18#REP#2016#0
Faso , J.#NY#19#REP#2016#0
Teachout , Z.#NY#19#DEM#2016#0
Tonko , P.#NY#20#DEM#2016#0
Vitollo , J.#NY#20#REP#2016#0
Stefanik , E.#NY#21#REP#2016#0
Derrick , M.#NY#21#DEM#2016#0
Funiciello , M.#NY#21#GRE#2016#0.110229363
Tenney , C.#NY#22#REP#2016#0
Myers , K.#NY#22#DEM#2016#0
Babinec , M.#NY#22#REP#2016#0
Reed , T.#NY#23#REP#2016#0
Plumb , J.#NY#23#DEM#2016#0
Katko , J.#NY#24#REP#2016#0
Deacon , C.#NY#24#DEM#2016#0
Slaughter , L.#NY#25#DEM#2016#0
Assini , M.#NY#25#REP#2016#0
Higgins , B.#NY#26#DEM#2016#0
Schratz , S.#NY#26#REP#2016#0
Collins , C.#NY#27#REP#2016#0
Kastenbaum , D.#NY#27#DEM#2016#0
Butterfield , G.#NC#1#DEM#2016#0.733790408
Dew , H.#NC#1#REP#2016#0.266209592
Summerell , J.#NC#1#LIB#2016#0
Holding , G.#NC#2#REP#2016#0.588265328
McNeil , J.#NC#2#DEM#2016#0.411734672
Jones , W.#NC#3#REP#2016#0.678098416
Reeves , E.#NC#3#DEM#2016#0.321901584
Price , D.#NC#4#DEM#2016#0.747468794
Googe , S.#NC#4#REP#2016#0.252531206
Foxx , V.#NC#5#REP#2016#0.610198377
Brannon , J.#NC#5#DEM#2016#0.389801623
Walker , M.#NC#6#REP#2016#0.586736767
Glidewell , P.#NC#6#DEM#2016#0.413263233
Rouzer , D.#NC#7#REP#2016#0.593931281
Casteen , J.#NC#7#DEM#2016#0.371360028
Hudson , R.#NC#8#REP#2016#0.648632498
Mills , T.#NC#8#DEM#2016#0.351367502
Pittenger , R.#NC#9#REP#2016#0.985681388
Cano , C.#NC#9#DEM#2016#0
McHenry , P.#NC#10#REP#2016#0.610175689
Millard , A.#NC#10#DEM#2016#0.389824311
Meadows , M.#NC#11#REP#2016#0.628986541
Bryson , R.#NC#11#DEM#2016#0.371013459
Adams , A.#NC#12#DEM#2016#0.753463374
Threatt , L.#NC#12#REP#2016#0.246536626
Budd , T.#NC#13#REP#2016#0.573077195
Davis , B.#NC#13#DEM#2016#0.426922805
Cramer , K.#ND#1#REP#2016#0
Iron Eyes , C.#ND#1#DEM#2016#0
Seaman , J.#ND#1#LIB#2016#0
Chabot , S.#OH#1#REP#2016#0.632166904
Young , M.#OH#1#DEM#2016#0.367833096
Wenstrup , B.#OH#2#REP#2016#0.659625779
Smith , W.#OH#2#DEM#2016#0.340374221
Beatty , J.#OH#3#DEM#2016#0.640572103
Adams , J.#OH#3#REP#2016#0.359309233
Jordan , J.#OH#4#REP#2016#0.676657423
Garrett , J.#OH#4#DEM#2016#0.323342577
Latta , B.#OH#5#REP#2016#0.664602076
Neu , J.#OH#5#DEM#2016#0.289209095
Johnson , B.#OH#6#REP#2016#0.582348992
Lorentz , M.#OH#6#DEM#2016#0.38583912
Gibbs , B.#OH#7#REP#2016#1
Rich , R.#OH#7#DEM#2016#0
Phillip , D.#OH#7#IND#2016#0
Davidson , W.#OH#8#REP#2016#0.671900388
Fought , S.#OH#8#DEM#2016#0.273636702
Hendricks , D.#OH#8#GRE#2016#0
Kaptur , M.#OH#9#DEM#2016#0.677410323
Larson , D.#OH#9#REP#2016#0.321712348
Turner , M.#OH#10#REP#2016#0.651785091
Klepinger , R.#OH#10#DEM#2016#0.315289672
McMasters , T.#OH#10#IND#2016#0
Fudge , M.#OH#11#DEM#2016#0.794507609
Goldstein , B.#OH#11#REP#2016#0.205492391
Tiberi , P.#OH#12#REP#2016#0.681076167
Albertson , E.#OH#12#DEM#2016#0.277545334
Manchik , J.#OH#12#GRE#2016#0.041378499
Ryan , T.#OH#13#DEM#2016#0.684880005
Morckel , R.#OH#13#REP#2016#0.314630103
Joyce , D.#OH#14#REP#2016#0.632565943
Wager , M.#OH#14#DEM#2016#0.330207848
Stivers , S.#OH#15#REP#2016#0.660237076
Wharton , S.#OH#15#DEM#2016#0.339762924
Renacci , J.#OH#16#REP#2016#0.637376733
Mundy , K.#OH#16#DEM#2016#0.362623267
Bridenstine , J.#OK#1#REP#2016#1
Mullin , M.#OK#2#REP#2016#0.700253145
Harris-Till , J.#OK#2#DEM#2016#0.245973978
McCarthy , J.#OK#2#IND#2016#0.053772876
Lucas , F.#OK#3#REP#2016#0.786150172
Robbins , F.#OK#3#DEM#2016#0.213849828
Cole , T.#OK#4#REP#2016#0.708019583
Owen , C.#OK#4#DEM#2016#0.246577814
White , S.#OK#4#LIB#2016#0
Russell , S.#OK#5#REP#2016#0.600956433
McAffrey , A.#OK#5#DEM#2016#0.363155348
Knight , Z.#OK#5#LIB#2016#0
Bonamici , S.#OR#1#DEM#2016#0
Heinrich , B.#OR#1#REP#2016#0
Sheahan , K.#OR#1#LIB#2016#0.040239145
Walden , G.#OR#2#REP#2016#0.70599686
Crary , J.#OR#2#DEM#2016#0.2574045
Blumenauer , E.#OR#3#DEM#2016#0.725989824
Walker , D.#OR#3#OTHER#2016#0.252132562
Delk , D.#OR#3#OTHER#2016#0.252132562
DeFazio , P.#OR#4#DEM#2016#0
Robinson , A.#OR#4#REP#2016#0
Beilstein , M.#OR#4#OTHER#2016#0.984901371
Guthrie , G.#OR#4#LIB#2016#0.015098629
Schrader , K.#OR#5#DEM#2016#0.538401176
Willis , C.#OR#5#REP#2016#0.393542496
Sandnes , M.#OR#5#OTHER#2016#0.049515616
Brady , R.#PA#1#DEM#2016#0.828371444
Williams , D.#PA#1#REP#2016#0.171628556
Evans , D.#PA#2#DEM#2016#0.877034735
Jones , J.#PA#2#REP#2016#0.122965265
Kelly , M.#PA#3#REP#2016#0.60631024
Perry , S.#PA#4#REP#2016#0.745363332
Burkholder , J.#PA#4#DEM#2016#0.254636668
Thompson , G.#PA#5#REP#2016#0.635961008
Strano Taylor , K.#PA#5#DEM#2016#0.364038992
Costello , R.#PA#6#REP#2016#0.562909327
Parrish , M.#PA#6#DEM#2016#0.437090673
Meehan , P.#PA#7#REP#2016#0.620389155
Balchunis , M.#PA#7#DEM#2016#0.379610845
Fitzpatrick , B.#PA#8#REP#2016#0.619021295
Santarsiero , S.#PA#8#DEM#2016#0.380978705
Shuster , B.#PA#9#REP#2016#0.635217549
Halvorson , A.#PA#9#DEM#2016#0.364782451
Marino , T.#PA#10#REP#2016#0.625830459
Molesevich , M.#PA#10#DEM#2016#0.248095074
Barletta , L.#PA#11#REP#2016#0.663071492
Marsicano , M.#PA#11#DEM#2016#0.336928508
Rothfus , K.#PA#12#REP#2016#0.592776988
McClelland , E.#PA#12#DEM#2016#0.407223012
Boyle , B.#PA#13#DEM#2016#0.671197393
Doyle , M.#PA#14#DEM#2016#1
McAllister , L.#PA#14#REP#2016#0
Dent , C.#PA#15#REP#2016#1
Daugherty , R.#PA#15#DEM#2016#0
Rizzo , P.#PA#15#LIB#2016#0
Smucker , L.#PA#16#REP#2016#0.577195222
Hartman , C.#PA#16#DEM#2016#0.422804778
House , S.#PA#16#LIB#2016#0
Cartwright , M.#PA#17#DEM#2016#0.567582141
Connolly , M.#PA#17#REP#2016#0.432417859
Murphy , T.#PA#18#REP#2016#1
Cicilline , D.#RI#1#DEM#2016#0.596522001
Taub , R.#RI#1#REP#2016#0.403416332
Langevin , J.#RI#2#DEM#2016#0.623450456
Reis , R.#RI#2#REP#2016#0.37651416
Johnson , J.#RI#2#IND#2016#0
Caiozzo , S.#RI#2#IND#2016#0
Sanford , M.#SC#1#REP#2016#1
Cherny , D.#SC#1#DEM#2016#0
Grier , M.#SC#1#LIB#2016#0
Travison , A.#SC#1#OTHER#2016#0
Wilson , J.#SC#2#REP#2016#0.625361134
Bjorn , A.#SC#2#DEM#2016#0.353263831
McCain , E.#SC#2#OTHER#2016#0.021375035
Duncan , J.#SC#3#REP#2016#0.712174083
Cleveland , H.#SC#3#DEM#2016#0.287825917
Gowdy , T.#SC#4#REP#2016#0.851981862
Fedalei , C.#SC#4#DEM#2016#0
Chandler , M.#SC#4#OTHER#2016#0
Mulvaney , M.#SC#5#REP#2016#0.588805173
Person , F.#SC#5#DEM#2016#0
Barnes , R.#SC#5#OTHER#2016#0.411194827
Clyburn , J.#SC#6#DEM#2016#0.725879446
Sterling , L.#SC#6#REP#2016#0.25578697
Piotrowski , R.#SC#6#LIB#2016#0.018333583
Mallory , P.#SC#6#GRE#2016#0
Rice , T.#SC#7#REP#2016#0.599927658
Hyman , M.#SC#7#DEM#2016#0.400072342
Noem , K.#SD#1#REP#2016#0
Hawks , P.#SD#1#DEM#2016#0
Roe , P.#TN#1#REP#2016#0.828371693
Bohms , A.#TN#1#DEM#2016#0
Franklin , R.#TN#1#IND#2016#0.10076719
Duncan , J.#TN#2#REP#2016#0.724931185
Starr , S.#TN#2#DEM#2016#0.225557868
Fleischmann , C.#TN#3#REP#2016#0.623612241
Shekari , M.#TN#3#DEM#2016#0.345829837
Mitchell , C.#TN#3#IND#2016#0.030557922
Tyler , R.#TN#3#IND#2016#0.030557922
Kersting , T.#TN#3#IND#2016#0.030557922
DesJarlais , S.#TN#4#REP#2016#0.583249666
Reynolds , S.#TN#4#DEM#2016#0.353168108
Cooper , J.#TN#5#DEM#2016#0.623220721
Snyder , S.#TN#5#REP#2016#0.357009515
Black , D.#TN#6#REP#2016#0.710876821
Kent , D.#TN#6#DEM#2016#0.22968963
Ross , D.#TN#6#IND#2016#0.059433549
Blackburn , M.#TN#7#REP#2016#0.6999943
Chandler , T.#TN#7#DEM#2016#0.267752538
Ladner , L.#TN#7#IND#2016#0.032253162
Kustoff , D.#TN#8#REP#2016#0.70833454
Hobson , R.#TN#8#DEM#2016#0.245853008
Godwin , S.#TN#8#IND#2016#0.020000579
Hart , J.#TN#8#IND#2016#0.020000579
Montague , A.#TN#8#IND#2016#0.020000579
Rawles , M.#TN#8#IND#2016#0.020000579
Talley-Lane , K.#TN#8#IND#2016#0.020000579
Cohen , S.#TN#9#DEM#2016#0.74968683
Alberson , W.#TN#9#REP#2016#0.233144573
Cook , P.#TN#9#IND#2016#0.017168597
Gohmert , L.#TX#1#REP#2016#0.774663436
McKellar , S.#TX#1#DEM#2016#0.225336564
Gray , P.#TX#1#LIB#2016#0
Poe , T.#TX#2#REP#2016#0.679455561
Bryan , P.#TX#2#DEM#2016#0.296361964
Veasaw , J.#TX#2#LIB#2016#0.015437324
Darr , J.#TX#2#GRE#2016#0.008745151
Johnson , S.#TX#3#REP#2016#0.820104137
Bell , A.#TX#3#DEM#2016#0
Jameson , S.#TX#3#LIB#2016#0
Blair , P.#TX#3#GRE#2016#0.179895863
Ratcliffe , J.#TX#4#REP#2016#1
Wommack , C.#TX#4#LIB#2016#0
Hensarling , J.#TX#5#REP#2016#0.853599586
Ashby , K.#TX#5#LIB#2016#0.146400414
Barton , J.#TX#6#REP#2016#0.611499642
Woolridge , R.#TX#6#DEM#2016#0.364426872
Smith , D.#TX#6#GRE#2016#0
Culberson , J.#TX#7#REP#2016#0.632639524
Cargas , J.#TX#7#DEM#2016#0.345470922
Brady , K.#TX#8#REP#2016#0.893245627
Green , A.#TX#9#DEM#2016#0.908212504
Martin , J.#TX#9#REP#2016#0
McCaul , M.#TX#10#REP#2016#0.621817976
Cadien , T.#TX#10#DEM#2016#0.341397484
Kelsey , B.#TX#10#LIB#2016#0.03678454
Conaway , M.#TX#11#REP#2016#0.902696238
Landholt , N.#TX#11#LIB#2016#0.097303762
Granger , K.#TX#12#REP#2016#0.713072513
Bradshaw , B.#TX#12#DEM#2016#0.263069363
Colliver , E.#TX#12#LIB#2016#0.023858124
Thornberry , M.#TX#13#REP#2016#0.843219146
DeWeese , C.#TX#13#LIB#2016#0.021779979
Tomlinson , R.#TX#13#GRE#2016#0.007029235
Weber , R.#TX#14#REP#2016#0.618512265
Cole , M.#TX#14#DEM#2016#0.360643248
Gonzalez , V.#TX#15#DEM#2016#0.540095804
Westley , T.#TX#15#REP#2016#0.43262663
Tijerina , V.#TX#15#GRE#2016#0
Leone , R.#TX#15#LIB#2016#0.027277566
O'Rourke , B.#TX#16#DEM#2016#0.674892278
Perez , J.#TX#16#LIB#2016#0.033417687
Gourdoux , M.#TX#16#GRE#2016#0
Flores , B.#TX#17#REP#2016#0.645820946
Matta , W.#TX#17#DEM#2016#0.32400557
Patterson , C.#TX#17#LIB#2016#0.030173484
Jackson Lee , S.#TX#18#DEM#2016#0.717828507
Bartley , L.#TX#18#REP#2016#0.247608716
Kleven , T.#TX#18#GRE#2016#0.01228186
Arrington , J.#TX#19#REP#2016#0.771798867
