"Rantz , G.",LA,3,REP,2016,25640
"Ellison , G.",LA,3,REP,2016,24845
"Geymann , B.",LA,3,REP,2016,21606
"Barrilleaux , B.",LA,3,REP,2016,6215
"McLendon , G.",LA,3,LIB,2016,2934
"Rees , G.",LA,3,REP,2016,2455
"Scelfo , K.",LA,3,OTHER,2016,2667
"Vidrine , H.",LA,3,REP,2016,1354
"M. Jones , Winner*",LA,4,DEM,2016,80558
"M. Johnson , Winner*",LA,4,REP,2016,70556
"Baucum , T.",LA,4,REP,2016,50395
"Jenkins , O.",LA,4,REP,2016,44500
"Guillory , E.",LA,4,REP,2016,21011
"John , R.",LA,4,REP,2016,13215
"Halverson , M.",LA,4,OTHER,2016,3145
"Krefft , K.",LA,4,OTHER,2016,2492
"Abraham , R.",LA,5,REP,2016,208504
"Burkette , B.",LA,5,REP,2016,47106
"Graves , G.",LA,6,REP,2016,207453
"Lieberman , R.",LA,6,DEM,2016,49352
"Bell , B.",LA,6,REP,2016,33585
"Sampson , J.",LA,6,DEM,2016,29809
"Fontanesi , R.",LA,6,LIB,2016,7598
"Graham , D.",LA,6,OTHER,2016,3215
"Pingree , C.",ME,1,DEM,2016,225428
"Holbrook , M.",ME,1,REP,2016,164048
"Poliquin , B.",ME,2,REP,2016,192285
"Cain , E.",ME,2,DEM,2016,157862
"Harris , A.",MD,1,REP,2016,229135
"Werner , J.",MD,1,DEM,2016,94776
"Beers , M.",MD,1,LIB,2016,14207
"Ruppersberger , D.",MD,2,DEM,2016,172324
"McDonough , P.",MD,2,REP,2016,92099
"Kasprzak , K.",MD,2,LIB,2016,12530
"Sarbanes , J.",MD,3,DEM,2016,194362
"Plaster , M.",MD,3,REP,2016,106627
"Eze , N.",MD,3,GRE,2016,8430
"Brown , A.",MD,4,DEM,2016,218215
"McDermott , G.",MD,4,REP,2016,63674
"Clark , K.",MD,4,GRE,2016,7357
"Krause , B.",MD,4,LIB,2016,5274
"Hoyer , S.",MD,5,DEM,2016,223582
"Arness , M.",MD,5,REP,2016,98768
"Summers , J.",MD,5,LIB,2016,10033
"Delaney , J.",MD,6,DEM,2016,167229
"Hoeber , A.",MD,6,REP,2016,123611
"Howser , D.",MD,6,LIB,2016,6216
"Gluck , G.",MD,6,GRE,2016,4997
"Cummings , E.",MD,7,DEM,2016,211962
"Vaughn , C.",MD,7,REP,2016,61854
"Hoenig , M.",MD,7,GRE,2016,8428
"Raskin , J.",MD,8,DEM,2016,191671
"Cox , D.",MD,8,REP,2016,115200
"Wallace , N.",MD,8,GRE,2016,9761
"Wunder , J.",MD,8,LIB,2016,6540
"Neal , R.",MA,1,DEM,2016,233310
"Mayock , F.",MA,1,IND,2016,57226
"Simmons , T.",MA,1,LIB,2016,27427
"McGovern , J.",MA,2,DEM,2016,1
"Tsongas , N.",MA,3,DEM,2016,234361
"Wofford , A.",MA,3,REP,2016,106882
"Kennedy , J.",MA,4,DEM,2016,261356
"Rosa , D.",MA,4,REP,2016,111890
"Clark , K.",MA,5,DEM,2016,1
"Moulton , S.",MA,6,DEM,2016,1
"Capuano , M.",MA,7,DEM,2016,1
"Lynch , S.",MA,8,DEM,2016,267944
"Burke , W.",MA,8,REP,2016,102146
"Keating , B.",MA,9,DEM,2016,209911
"Alliegro , M.",MA,9,REP,2016,127199
"Harrington , P.",MA,9,IND,2016,26086
"Cataldo , C.",MA,9,OTHER,2016,8266
"Raduc , A.",MA,9,OTHER,2016,5261
"Bergman , J.",MI,1,REP,2016,201153
"Johnson , L.",MI,1,DEM,2016,144319
"Bostow , D.",MI,1,LIB,2016,13385
"Boal , E.",MI,1,GRE,2016,4773
"Huizenga , B.",MI,2,REP,2016,213095
"Murphy , D.",MI,2,DEM,2016,110077
"Haas , E.",MI,2,LIB,2016,8166
"Brady , M.",MI,2,GRE,2016,5362
"Graeser , R.",MI,2,OTHER,2016,2898
"Amash , J.",MI,3,REP,2016,203069
"Smith , D.",MI,3,DEM,2016,128159
"Gerrard , T.",MI,3,OTHER,2016,10374
"Moolenaar , J.",MI,4,REP,2016,194569
"Wirth , D.",MI,4,DEM,2016,101275
"Schwartz , L.",MI,4,LIB,2016,8514
"Zimmer , G.",MI,4,OTHER,2016,5595
"Salvi , J.",MI,4,GRE,2016,3953
"Butkovich , K.",MI,4,OTHER,2016,1838
"Kildee , D.",MI,5,DEM,2016,195076
"Hardwick , A.",MI,5,REP,2016,111908
"Sluka , S.",MI,5,LIB,2016,6999
"Mikkelson , H.",MI,5,GRE,2016,4894
"Upton , F.",MI,6,REP,2016,192862
"Clements , P.",MI,6,DEM,2016,119871
"Wenke , L.",MI,6,LIB,2016,16239
"Walberg , T.",MI,7,REP,2016,183549
"Driskell , G.",MI,7,DEM,2016,133697
"Proctor , K.",MI,7,LIB,2016,16402
"Bishop , M.",MI,8,REP,2016,205617
"Shkreli , S.",MI,8,DEM,2016,143775
"Wood , J.",MI,8,LIB,2016,9615
"Green , M.",MI,8,GRE,2016,5677
"Burgess , J.",MI,8,OTHER,2016,2250
"Levin , S.",MI,9,DEM,2016,199620
"Morse , C.",MI,9,REP,2016,128907
"Orlando , M.",MI,9,LIB,2016,9562
"McDermott , J.",MI,9,GRE,2016,6612
"Mitchell , P.",MI,10,REP,2016,214164
"Accavitti , F.",MI,10,DEM,2016,109875
"Gioia , L.",MI,10,LIB,2016,10582
"Nofs , B.",MI,10,GRE,2016,5113
"Trott , D.",MI,11,REP,2016,200787
"Kumar , A.",MI,11,DEM,2016,152359
"Bentivolio , K.",MI,11,IND,2016,16597
"Osment , J.",MI,11,LIB,2016,9535
"Dingell , D.",MI,12,DEM,2016,210922
"Jones , J.",MI,12,REP,2016,95823
"Walkowicz , G.",MI,12,OTHER,2016,9177
"Bagwell , T.",MI,12,LIB,2016,7478
"Calewarts , D.",MI,12,GRE,2016,4370
"Conyers , J.",MI,13,DEM,2016,197173
"Gorman , J.",MI,13,REP,2016,40483
"Hayden , T.",MI,13,LIB,2016,9600
"Johnson , S.",MI,13,OTHER,2016,8778
"Lawrence , B.",MI,14,DEM,2016,244220
"Klausner , H.",MI,14,REP,2016,58111
"Creswell , G.",MI,14,LIB,2016,4898
"Squier , M.",MI,14,GRE,2016,3851
"Walz , T.",MN,1,DEM,2016,169076
"Hagedorn , J.",MN,1,REP,2016,166527
"Lewis , J.",MN,2,REP,2016,174030
"Craig , A.",MN,2,DEM,2016,167071
"Overby , P.",MN,2,IND,2016,28845
"Paulsen , E.",MN,3,REP,2016,223075
"Bonoff , T.",MN,3,DEM,2016,169238
"McCollum , B.",MN,4,DEM,2016,202558
"Ryan , G.",MN,4,REP,2016,120871
"Pendergast Sindt , S.",MN,4,OTHER,2016,27109
"Ellison , K.",MN,5,DEM,2016,249957
"Drake , F.",MN,5,REP,2016,80660
"Schuller , D.",MN,5,OTHER,2016,30759
"Emmer , T.",MN,6,REP,2016,235384
"Snyder , D.",MN,6,DEM,2016,123012
"Peterson , C.",MN,7,DEM,2016,173571
"Hughes , D.",MN,7,REP,2016,156950
"Nolan , R.",MN,8,DEM,2016,179106
"Mills , S.",MN,8,REP,2016,177095
"Kelly , T.",MS,1,REP,2016,203142
"Owens , J.",MS,1,DEM,2016,82133
"Wilson , C.",MS,1,LIB,2016,6070
"Toole , C.",MS,1,REP,2016,3742
"Thompson , B.",MS,2,DEM,2016,181108
"Bouie , J.",MS,2,REP,2016,79773
"Ray , T.",MS,2,IND,2016,6622
"McLeod , J.",MS,2,REP,2016,3623
"Harper , G.",MS,3,REP,2016,201280
"Quinn , D.",MS,3,DEM,2016,91992
"Gerrard , R.",MS,3,OTHER,2016,8434
"Sheets , L.",MS,3,REP,2016,2020
"Palazzo , S.",MS,4,REP,2016,174783
"Gladney , M.",MS,4,DEM,2016,74176
"McCluskey , R.",MS,4,LIB,2016,14212
"O'Hara , S.",MS,4,REP,2016,5063
"Clay , L.",MO,1,DEM,2016,231604
